اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1 ,الدفعة 2 ,الدفعة3 ,الدفعة 4 ,الدفعة 5 ,الدفعة 6 ,الدفعة 7 ,مجموع الدفعات المستحقة ,مجموع الدفعات المدفوعة ,البنك,تاريخ عقد البيع ,POC,رقم عقد البيع ,Date
إسلام مراد نبيل البدري,9990000000325,945,02-04-0175-0000000945,4387500,0.938,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 658,125.00","438,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,438750,658125,البنك الأهلي المصري,06/12/2025,0.938,RA-2025-0011,28/12/2025
علي محمود سمير الحداد,9990000000103,776,02-04-0175-0000000776,4497500,0.8963,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 449,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,449750,البنك الأهلي المصري,11/04/2026,0.8963,RA-2026-0012,12/5/2026
شريف أحمد طارق عبدالفتاح,9990000000170,881,02-04-0175-0000000881,4762500,0.9315,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 952,500.00","تم السداد 714,375.00","تم السداد 714,375.00","تم السداد 714,375.00","تم السداد 714,375.00","تم السداد 476,250.00",غير مستحقة,0,4286250,البنك الأهلي المصري,19/03/2025,0.9315,RA-2025-0013,10/4/2025
فادي صلاح حسين الحداد,9990000000154,507,02-04-0175-0000000507,5062500,0.9222,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 759,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,759375,البنك الأهلي المصري,27/01/2026,0.9222,RA-2026-0014,10/3/2026
شيماء إسماعيل شوقي أمين,9990000000444,636,02-04-0175-0000000636,3050000,0.8701,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 457,500.00","تم السداد 305,000.00","تم السداد 457,500.00","تم السداد 610,000.00","تم السداد 457,500.00",غير مستحقة,غير مستحقة,0,2287500,البنك الأهلي المصري,08/05/2025,0.8701,RA-2025-0015,12/6/2025
ملك فتحي حمدي الحداد,9990000000049,524,02-04-0175-0000000524,3132500,0.8888,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 469,875.00","313,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,313250,469875,البنك الأهلي المصري,07/02/2026,0.8888,RA-2026-0016,2/3/2026
طارق نبيل أمين داود,9990000000321,796,02-04-0175-0000000796,3412500,0.9494,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 511,875.00","تم السداد 511,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1023750,البنك الأهلي المصري,11/10/2025,0.9494,RA-2025-0017,21/11/2025
أحمد حسام مراد داود,9990000000319,941,02-04-0175-0000000941,3987500,0.9164,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 598,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,598125,البنك الأهلي المصري,13/03/2026,0.9164,RA-2026-0018,5/4/2026
إسلام حسن مراد عبدالمجيد,9990000000025,765,02-04-0175-0000000765,6150000,0.9164,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 615,000.00","تم السداد 922,500.00","تم السداد 922,500.00","تم السداد 1,230,000.00","تم السداد 922,500.00","922,500.00",غير مستحقة,922500,4612500,البنك الأهلي المصري,16/02/2025,0.9164,RA-2025-0019,5/3/2025
حسين جمال علي الحداد,9990000000455,682,02-04-0175-0000000682,5247500,0.9176,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 524,750.00","تم السداد 787,125.00","تم السداد 787,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2099000,البنك الأهلي المصري,22/11/2025,0.9176,RA-2025-0020,20/12/2025
مراد فؤاد سمير شحاتة,9990000000393,590,02-04-0175-0000000590,6012500,0.9286,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 901,875.00","تم السداد 601,250.00","901,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,901875,1503125,البنك الأهلي المصري,26/01/2026,0.9286,RA-2026-0021,4/3/2026
هاني أحمد طارق الإسكندراني,9990000000241,723,02-04-0175-0000000723,6550000,0.8362,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 982,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,982500,البنك الأهلي المصري,06/01/2026,0.8362,RA-2026-0022,6/2/2026
حسين حمدي نبيل رزق,9990000000285,862,02-04-0175-0000000862,3712500,0.8507,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 556,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,556875,البنك الأهلي المصري,15/03/2026,0.8507,RA-2026-0023,13/4/2026
يوسف عادل رجب جابر,9990000000404,910,02-04-0175-0000000910,6112500,0.8803,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 916,875.00","تم السداد 916,875.00","تم السداد 916,875.00","تم السداد 916,875.00","تم السداد 916,875.00","تم السداد 916,875.00",غير مستحقة,0,5501250,البنك الأهلي المصري,04/02/2025,0.8803,RA-2025-0024,15/3/2025
أسماء حسين سمير فهمي,9990000000156,582,02-04-0175-0000000582,5662500,0.9369,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,132,500.00","تم السداد 849,375.00","تم السداد 849,375.00","849,375.00",غير مستحقة,غير مستحقة,غير مستحقة,849375,2831250,البنك الأهلي المصري,19/11/2025,0.9369,RA-2025-0025,25/12/2025
مجدي عادل نبيل النجار,9990000000028,810,02-04-0175-0000000810,5297500,0.89,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 794,625.00","794,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,794625,794625,البنك الأهلي المصري,20/06/2026,0.89,RA-2026-0026,12/7/2026
محمود رمضان محمد المصري,9990000000274,683,02-04-0175-0000000683,4172500,0.8693,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 834,500.00","625,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,625875,834500,البنك الأهلي المصري,07/04/2026,0.8693,RA-2026-0027,29/4/2026
إسلام أمين فؤاد داود,9990000000368,624,02-04-0175-0000000624,6550000,0.9579,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 982,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,982500,البنك الأهلي المصري,02/05/2026,0.9579,RA-2026-0028,20/5/2026
حسام عبدالله يوسف الطنطاوي,9990000000212,829,02-04-0175-0000000829,3907500,0.9684,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 586,125.00","تم السداد 586,125.00","586,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,586125,1172250,البنك الأهلي المصري,05/08/2025,0.9684,RA-2025-0029,25/8/2025
إبراهيم سليمان حسن الرفاعي,9990000000220,835,02-04-0175-0000000835,5597500,0.8656,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 839,625.00","تم السداد 839,625.00","تم السداد 839,625.00","تم السداد 839,625.00","تم السداد 839,625.00","839,625.00",غير مستحقة,839625,4198125,البنك الأهلي المصري,07/05/2025,0.8656,RA-2025-0030,27/5/2025
خالد كمال مجدي جابر,9990000000199,681,02-04-0175-0000000681,3007500,0.9246,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 451,125.00","300,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,300750,451125,البنك الأهلي المصري,26/05/2026,0.9246,RA-2026-0031,21/6/2026
سامي أمين خالد المرسي,9990000000036,642,02-04-0175-0000000642,6557500,0.8669,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 983,625.00","تم السداد 983,625.00","تم السداد 983,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2950875,البنك الأهلي المصري,22/06/2025,0.8669,RA-2025-0032,14/7/2025
سامح طارق سليمان عبدالسلام,9990000000351,939,02-04-0175-0000000939,5757500,0.9356,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,151,500.00","تم السداد 863,625.00","تم السداد 863,625.00","تم السداد 863,625.00","تم السداد 863,625.00","تم السداد 575,750.00",غير مستحقة,0,5181750,البنك الأهلي المصري,22/02/2025,0.9356,RA-2025-0033,25/3/2025
باسم مصطفى سعيد بدوي,9990000000013,678,02-04-0175-0000000678,4822500,0.8746,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 723,375.00","تم السداد 723,375.00","تم السداد 723,375.00","723,375.00",غير مستحقة,غير مستحقة,غير مستحقة,723375,2170125,البنك الأهلي المصري,12/05/2025,0.8746,RA-2025-0034,10/6/2025
أسماء مراد مصطفى الشافعي,9990000000035,790,02-04-0175-0000000790,6542500,0.9018,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 981,375.00","تم السداد 981,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1962750,البنك الأهلي المصري,02/12/2025,0.9018,RA-2025-0035,15/12/2025
إسلام صبري إبراهيم مبارك,9990000000190,838,02-04-0175-0000000838,3875000,0.8647,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 581,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,581250,البنك الأهلي المصري,17/07/2026,0.8647,RA-2026-0036,4/8/2026
شريف طارق أحمد الدمرداش,9990000000017,845,02-04-0175-0000000845,5297500,0.986,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 794,625.00","تم السداد 794,625.00","تم السداد 794,625.00","تم السداد 794,625.00","794,625.00",غير مستحقة,غير مستحقة,794625,3178500,البنك الأهلي المصري,20/04/2025,0.986,RA-2025-0037,19/5/2025
مريم عبدالرحمن فاروق الجمل,9990000000148,736,02-04-0175-0000000736,6692500,0.9432,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 1,003,875.00","تم السداد 1,003,875.00","1,003,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,1003875,2007750,البنك الأهلي المصري,08/12/2025,0.9432,RA-2025-0038,15/12/2025
سارة نبيل مصطفى داود,9990000000159,875,02-04-0175-0000000875,4492500,0.8552,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 449,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,449250,البنك الأهلي المصري,22/03/2026,0.8552,RA-2026-0039,5/4/2026
آية مراد حسين السوهاجي,9990000000259,768,02-04-0175-0000000768,5967500,0.9875,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 596,750.00","تم السداد 895,125.00","تم السداد 895,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2387000,البنك الأهلي المصري,14/10/2025,0.9875,RA-2025-0040,10/11/2025
سامح صبري رجب منصور,9990000000026,647,02-04-0175-0000000647,5025000,0.933,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,005,000.00","753,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,753750,1005000,البنك الأهلي المصري,12/05/2026,0.933,RA-2026-0041,31/5/2026
محمود مصطفى نبيل البنا,9990000000225,514,02-04-0175-0000000514,6812500,0.94,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 1,021,875.00","تم السداد 1,021,875.00","تم السداد 1,021,875.00","تم السداد 1,021,875.00","تم السداد 1,021,875.00","1,021,875.00",غير مستحقة,1021875,5109375,البنك الأهلي المصري,20/01/2025,0.94,RA-2025-0042,12/2/2025
هاني فؤاد سعيد المصري,9990000000158,936,02-04-0175-0000000936,3300000,0.9146,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 495,000.00","تم السداد 330,000.00","تم السداد 495,000.00","660,000.00",غير مستحقة,غير مستحقة,غير مستحقة,660000,1320000,البنك الأهلي المصري,08/12/2025,0.9146,RA-2025-0043,10/1/2026
شيماء رجب حمدي النحاس,9990000000333,916,02-04-0175-0000000916,5032500,0.8517,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 503,250.00","تم السداد 754,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1258125,البنك الأهلي المصري,09/11/2025,0.8517,RA-2025-0044,21/11/2025
مروان فؤاد شوقي داود,9990000000252,710,02-04-0175-0000000710,5407500,0.9572,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 811,125.00","تم السداد 811,125.00","تم السداد 811,125.00","تم السداد 811,125.00","تم السداد 811,125.00",غير مستحقة,غير مستحقة,0,4055625,البنك الأهلي المصري,28/05/2025,0.9572,RA-2025-0045,8/6/2025
مراد كمال صلاح الحداد,9990000000337,794,02-04-0175-0000000794,6397500,0.8627,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,279,500.00","تم السداد 959,625.00","تم السداد 959,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3198750,البنك الأهلي المصري,30/04/2025,0.8627,RA-2025-0046,21/5/2025
أسماء مجدي أمين الإسكندراني,9990000000303,834,02-04-0175-0000000834,5257500,0.9887,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 788,625.00","تم السداد 525,750.00","تم السداد 788,625.00","تم السداد 1,051,500.00","788,625.00",غير مستحقة,غير مستحقة,788625,3154500,البنك الأهلي المصري,13/07/2025,0.9887,RA-2025-0047,5/8/2025
وائل عبدالرحمن رجب السيد,9990000000395,613,02-04-0175-0000000613,2950000,0.8572,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 590,000.00","تم السداد 442,500.00","تم السداد 442,500.00","تم السداد 442,500.00","تم السداد 442,500.00",غير مستحقة,غير مستحقة,0,2360000,البنك الأهلي المصري,07/07/2025,0.8572,RA-2025-0048,15/8/2025
عبدالرحمن صلاح نبيل الشرقاوي,9990000000450,944,02-04-0175-0000000944,5217500,0.9909,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 782,625.00","تم السداد 521,750.00","782,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,782625,1304375,البنك الأهلي المصري,11/08/2025,0.9909,RA-2025-0049,8/9/2025
عادل رجب ناجي حبيب,9990000000217,895,02-04-0175-0000000895,5467500,0.8665,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 820,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,820125,البنك الأهلي المصري,14/02/2026,0.8665,RA-2026-0050,17/3/2026
سارة محمد إبراهيم سليمان,9990000000280,646,02-04-0175-0000000646,6182500,0.8428,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 927,375.00","تم السداد 927,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1854750,البنك الأهلي المصري,11/08/2025,0.8428,RA-2025-0051,27/8/2025
إسراء كمال فتحي الكومي,9990000000302,780,02-04-0175-0000000780,3297500,0.8619,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 329,750.00","تم السداد 494,625.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,824375,البنك الأهلي المصري,25/10/2025,0.8619,RA-2025-0052,6/11/2025
باسم رمضان حمدي الشربيني,9990000000006,914,02-04-0175-0000000914,3872500,0.9602,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 580,875.00","تم السداد 387,250.00","تم السداد 580,875.00","تم السداد 774,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2323500,البنك الأهلي المصري,23/06/2025,0.9602,RA-2025-0053,18/7/2025
جورج محمد حسن شاكر,9990000000128,867,02-04-0175-0000000867,6597500,0.869,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 1,319,500.00","تم السداد 989,625.00","تم السداد 989,625.00","989,625.00",غير مستحقة,غير مستحقة,غير مستحقة,989625,3298750,البنك الأهلي المصري,22/04/2025,0.869,RA-2025-0054,14/5/2025
مايكل عبدالله رمضان عبدالهادي,9990000000288,515,02-04-0175-0000000515,5822500,0.8932,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 873,375.00","تم السداد 873,375.00","تم السداد 873,375.00","تم السداد 873,375.00","تم السداد 873,375.00",غير مستحقة,غير مستحقة,0,4366875,البنك الأهلي المصري,10/06/2025,0.8932,RA-2025-0055,17/7/2025
علاء صبري نبيل الكومي,9990000000440,900,02-04-0175-0000000900,5857500,0.9078,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 585,750.00","تم السداد 878,625.00","تم السداد 878,625.00","تم السداد 1,171,500.00",غير مستحقة,غير مستحقة,غير مستحقة,0,3514500,البنك الأهلي المصري,14/04/2025,0.9078,RA-2025-0056,12/5/2025
حازم فؤاد عادل عبدالحميد,9990000000233,720,02-04-0175-0000000720,4397500,0.9137,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 659,625.00","439,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,439750,659625,البنك الأهلي المصري,30/06/2026,0.9137,RA-2026-0057,25/7/2026
بسمة رجب محمود عبدالفتاح,9990000000066,544,02-04-0175-0000000544,5342500,0.8769,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 801,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,801375,البنك الأهلي المصري,19/06/2026,0.8769,RA-2026-0058,19/7/2026
أشرف أمين سعيد المرسي,9990000000264,734,02-04-0175-0000000734,3875000,0.8694,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 581,250.00","تم السداد 387,500.00","تم السداد 581,250.00","تم السداد 775,000.00","تم السداد 581,250.00",غير مستحقة,غير مستحقة,0,2906250,البنك الأهلي المصري,15/04/2025,0.8694,RA-2025-0059,14/5/2025
سامي علي كمال مراد,9990000000367,689,02-04-0175-0000000689,3542500,0.8353,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 354,250.00","تم السداد 531,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,885625,البنك الأهلي المصري,31/03/2026,0.8353,RA-2026-0060,29/4/2026
يوسف يوسف صلاح الدسوقي,9990000000042,894,02-04-0175-0000000894,3425000,0.8948,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 513,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,513750,البنك الأهلي المصري,21/12/2025,0.8948,RA-2025-0061,13/1/2026
شادي حمدي مراد يونس,9990000000256,662,02-04-0175-0000000662,3197500,0.9856,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 639,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,639500,البنك الأهلي المصري,22/11/2025,0.9856,RA-2025-0062,15/12/2025
مراد حسين مجدي صبري,9990000000091,709,02-04-0175-0000000709,3975000,0.9439,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 596,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,596250,البنك الأهلي المصري,28/02/2026,0.9439,RA-2026-0063,7/4/2026
هاني سمير حمدي السيد,9990000000085,598,02-04-0175-0000000598,3762500,0.9445,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 564,375.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,564375,البنك الأهلي المصري,04/05/2026,0.9445,RA-2026-0064,27/5/2026
رنا مصطفى أمين سالم,9990000000179,886,02-04-0175-0000000886,4097500,0.9352,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 614,625.00","تم السداد 409,750.00","تم السداد 614,625.00","تم السداد 819,500.00","تم السداد 614,625.00","تم السداد 614,625.00",غير مستحقة,0,3687750,البنك الأهلي المصري,14/03/2025,0.9352,RA-2025-0065,2/4/2025
هاني إسماعيل فاروق الطنطاوي,9990000000076,779,02-04-0175-0000000779,6517500,0.9099,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 977,625.00","651,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,651750,977625,البنك الأهلي المصري,12/05/2026,0.9099,RA-2026-0066,4/6/2026
زياد أحمد جمال عبدالحميد,9990000000283,798,02-04-0175-0000000798,6387500,0.8767,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 638,750.00","958,125.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,958125,638750,البنك الأهلي المصري,19/05/2026,0.8767,RA-2026-0067,7/6/2026
نبيل مجدي حمدي لطفي,9990000000108,674,02-04-0175-0000000674,4875000,0.8801,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 487,500.00","تم السداد 731,250.00","تم السداد 731,250.00","تم السداد 975,000.00",غير مستحقة,غير مستحقة,غير مستحقة,0,2925000,البنك الأهلي المصري,06/07/2025,0.8801,RA-2025-0068,4/8/2025
طارق مصطفى خالد الدمرداش,9990000000238,745,02-04-0175-0000000745,6125000,0.8947,"15%, 10%, 15%, 20%, 15%, 15%, 10%","تم السداد 918,750.00","تم السداد 612,500.00","تم السداد 918,750.00","تم السداد 1,225,000.00","تم السداد 918,750.00",غير مستحقة,غير مستحقة,0,4593750,البنك الأهلي المصري,10/02/2025,0.8947,RA-2025-0069,23/3/2025
مراد مصطفى فؤاد مبارك,9990000000101,937,02-04-0175-0000000937,6582500,0.9749,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 658,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,658250,البنك الأهلي المصري,13/10/2025,0.9749,RA-2025-0070,5/11/2025
ندى عبدالله سمير النحاس,9990000000414,537,02-04-0175-0000000537,4575000,0.835,"20%, 15%, 15%, 15%, 15%, 10%, 10%","تم السداد 915,000.00","تم السداد 686,250.00","تم السداد 686,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2287500,البنك الأهلي المصري,30/04/2025,0.835,RA-2025-0071,22/5/2025
وليد أمين سليمان مبارك,9990000000071,932,02-04-0175-0000000932,4192500,0.9374,"15%, 15%, 15%, 15%, 15%, 15%, 10%","تم السداد 628,875.00","تم السداد 628,875.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1257750,البنك الأهلي المصري,12/11/2025,0.9374,RA-2025-0072,10/12/2025
عمرو أمين شوقي النجار,9990000000130,593,02-04-0175-0000000593,3197500,0.8861,"10%, 15%, 15%, 20%, 15%, 15%, 10%","تم السداد 319,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,319750,البنك الأهلي المصري,05/04/2026,0.8861,RA-2026-0073,19/5/2026
