اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
محمد سليمان إبراهيم شاكر,8267615449,P-134,LF6-B02-P-134,6275000,0.0704,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,255,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1255000,البنك التجاري الدولي CIB,07/08/2025,0.0704,LF60034,5-Aug-25
مروان سليمان صبري رزق,7042230805,P-135,LF6-B02-P-135,4974000,0.0724,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 994,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,994800,البنك التجاري الدولي CIB,27/07/2025,0.0724,LF60035,18-Jul-25
جورج عادل سعيد الحداد,2265604846,P-136,LF6-B02-P-136,6154000,0.0878,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,230,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1230800,البنك التجاري الدولي CIB,19/07/2025,0.0878,LF60036,27-Jul-25
رامي عصام حسين محمود,7163405803,P-137,LF6-B02-P-137,5417000,0.0648,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,083,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1083400,البنك التجاري الدولي CIB,25/08/2025,0.0648,LF60037,31-Jul-25
معتز حسن رمضان سالم,6763787928,P-138,LF6-B02-P-138,5570000,0.0797,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,114,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1114000,البنك التجاري الدولي CIB,14/07/2025,0.0797,LF60038,17-Aug-25
خالد صبري عاطف السعدني,3586080118,P-139,LF6-B02-P-139,4863000,0.0908,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 972,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,972600,البنك التجاري الدولي CIB,19/08/2025,0.0908,LF60039,12-Aug-25
وائل محمد صبري البدري,7271530563,P-140,LF6-B03-P-140,5456000,0.0639,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,091,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1091200,كاش,29/08/2025,0.0639,LF60040,23-Aug-25
خالد فتحي شوقي الطنطاوي,1033661932,P-141,LF6-B03-P-141,4885000,0.0719,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 977,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,977000,البنك التجاري الدولي CIB,26/07/2025,0.0719,LF60041,29-Jul-25
جورج يوسف شوقي الجمل,2365984668,P-142,LF6-B03-P-142,4835000,0.0618,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 967,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,967000,EGBANK - البنك المصري الخليجي,11/09/2025,0.0618,LF60042,6-Aug-25
علي سعيد مجدي المنشاوي,8343409032,P-143,LF6-B03-P-143,7676000,0.0665,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,535,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1535200,كاش,28/07/2025,0.0665,LF60043,27-Aug-25
رامز صلاح عبدالرحمن السيد,4293383989,P-144,LF6-B03-P-144,4779000,0.0579,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 955,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,955800,كاش,24/08/2025,0.0579,LF60044,23-Aug-25
إبراهيم رمضان عبدالرحمن جابر,9691287976,P-145,LF6-B03-P-145,6226000,0.0652,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,245,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1245200,البنك التجاري الدولي CIB,09/09/2025,0.0652,LF60045,9-Aug-25
مصطفى رشاد جمال عبدالمقصود,6624721717,P-146,LF6-B03-P-146,5011000,0.0605,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,002,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1002200,بنك القاهرة,12/09/2025,0.0605,LF60046,1-Aug-25
هشام رمضان جابر مبارك,8897127344,P-147,LF6-B03-P-147,6057000,0.0618,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,211,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1211400,بنك مصر,18/08/2025,0.0618,LF60047,14-Aug-25
محمد أحمد نبيل عبداللطيف,8434787124,P-148,LF6-B03-P-148,5079000,0.0878,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,015,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1015800,كاش,07/08/2025,0.0878,LF60048,10-Aug-25
ماجد رمضان علي يونس,9064041317,P-149,LF6-B03-P-149,5619000,0.0591,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,123,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1123800,QNB مصر,19/08/2025,0.0591,LF60049,1-Aug-25
رامز نبيل لطفي المنياوي,9234031135,P-150,LF6-B03-P-150,5603000,0.0853,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,120,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1120600,بنك مصر,02/08/2025,0.0853,LF60050,3-Sep-25
سارة صلاح نبيل سليمان,1044477554,P-151,LF6-B03-P-151,5929000,0.0757,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,185,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1185800,بنك مصر,05/09/2025,0.0757,LF60051,21-Aug-25
فادي عصام فتحي السوهاجي,8344870575,P-152,LF6-B03-P-152,5592000,0.0761,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,118,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1118400,البنك التجاري الدولي CIB,24/08/2025,0.0761,LF60052,29-Aug-25
علاء عبدالرحمن صبحي حسن,2464135026,P-153,LF6-B03-P-153,6633000,0.0811,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,326,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1326600,البنك التجاري الدولي CIB,15/08/2025,0.0811,LF60053,15-Aug-25
حسين رمضان جمال البحيري,3699789327,P-154,LF6-B03-P-154,5520000,0.0888,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,104,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1104000,EGBANK - البنك المصري الخليجي,18/08/2025,0.0888,LF60054,9-Sep-25
هشام حسين مختار عبدالمقصود,5085379825,P-155,LF6-B03-P-155,4994000,0.0566,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 998,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,998800,بنك مصر,08/08/2025,0.0566,LF60055,30-Aug-25
مصطفى صبري فتحي رمضان,4997195094,P-156,LF6-B03-P-156,5086000,0.0633,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,017,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1017200,كاش,07/08/2025,0.0633,LF60056,26-Aug-25
فادي يوسف صبري حبيب,4354062819,P-157,LF6-B03-P-157,6795000,0.064,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,359,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1359000,البنك التجاري الدولي CIB,04/09/2025,0.064,LF60057,9-Aug-25
رامي عادل محمود النجار,7745606537,P-158,LF6-B03-P-158,6394000,0.0748,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,278,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1278800,بنك مصر,10/09/2025,0.0748,LF60058,2-Sep-25
طارق محمد عادل الوكيل,8856158182,P-159,LF6-B03-P-159,6177000,0.0827,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,235,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1235400,EGBANK - البنك المصري الخليجي,14/08/2025,0.0827,LF60059,12-Sep-25
كريم إبراهيم أحمد عوض,6798141358,P-160,LF6-B04-P-160,5549000,0.062,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,109,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1109800,البنك التجاري الدولي CIB,16/09/2025,0.062,LF60060,10-Aug-25
سامح عبدالله محمد حسن,7758443385,P-161,LF6-B04-P-161,7084000,0.0568,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,416,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1416800,EGBANK - البنك المصري الخليجي,14/09/2025,0.0568,LF60061,7-Sep-25
إسلام رجب صبحي سالم,6477171258,P-162,LF6-B04-P-162,5083000,0.0697,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,016,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1016600,البنك التجاري الدولي CIB,18/08/2025,0.0697,LF60062,12-Sep-25
رضوى فاروق علي حجازي,9042984134,P-163,LF6-B04-P-163,4971000,0.0868,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 994,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,994200,كاش,04/09/2025,0.0868,LF60063,30-Aug-25
عمر صلاح مصطفى فوزي,2037387652,P-164,LF6-B04-P-164,5517000,0.0777,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,103,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1103400,كاش,14/08/2025,0.0777,LF60064,14-Aug-25
نهى عصام إبراهيم يونس,3847452623,P-165,LF6-B04-P-165,6692000,0.0717,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,338,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1338400,كاش,05/09/2025,0.0717,LF60065,30-Aug-25
جورج عادل جابر عبدالمجيد,3409994321,P-166,LF6-B04-P-166,4756000,0.0783,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 951,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,951200,كاش,10/09/2025,0.0783,LF60066,22-Aug-25
وائل علي عاطف البحيري,6851493763,P-167,LF6-B04-P-167,7009000,0.0886,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,401,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1401800,بنك مصر,14/10/2025,0.0886,LF60067,8-Sep-25
أسماء جمال سمير خليل,3779230589,P-168,LF6-B04-P-168,5267000,0.0621,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,053,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1053400,كاش,28/09/2025,0.0621,LF60068,31-Aug-25
إبراهيم فاروق فتحي الشرقاوي,7812617141,P-169,LF6-B04-P-169,6125000,0.0792,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,225,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1225000,كاش,24/09/2025,0.0792,LF60069,3-Oct-25
تامر مصطفى رشاد جابر,7801243035,P-170,LF6-B04-P-170,5926000,0.0849,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,185,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1185200,كاش,15/09/2025,0.0849,LF60070,16-Oct-25
نورا فتحي علي الشافعي,1519800907,P-171,LF6-B04-P-171,5457000,0.068,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,091,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1091400,QNB مصر,11/11/2025,0.068,LF60071,30-Oct-25
شريف شوقي رمضان سالم,5583755450,P-172,LF6-B04-P-172,5001000,0.0838,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,000,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1000200,كاش,30/10/2025,0.0838,LF60072,31-Oct-25
باسم عاطف إبراهيم شاكر,1164115512,P-173,LF6-B04-P-173,5113000,0.0624,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,022,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1022600,QNB مصر,02/11/2025,0.0624,LF60073,23-Oct-25
مروان رجب فاروق عبدالحليم,1149135363,P-174,LF6-B04-P-174,5068000,0.0794,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,013,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1013600,بنك مصر,04/11/2025,0.0794,LF60074,5-Nov-25
هشام محمد عصام السيد,6892525744,P-175,LF6-B04-P-175,5871000,0.0627,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,174,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1174200,بنك مصر,04/11/2025,0.0627,LF60075,14-Nov-25
نادر صلاح نبيل السيد,1102221381,P-176,LF6-B04-P-176,4621000,0.0607,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 924,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,924200,بنك مصر,21/10/2025,0.0607,LF60076,2-Jul-25
مارينا طارق عبدالرحمن سالم,1541171923,P-177,LF6-B04-P-177,5827000,0.0911,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,165,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1165400,كاش,25/12/2025,0.0911,LF60077,14-Nov-25
