اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
عمر خالد عاطف عبداللطيف,7416316166,P-120,DGP-B01-P-120,3498000,0.1784,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 699,600.00","تم السداد 524,700.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1224300,البنك الأهلي المصري,25/12/2024,0.1784,DGP0020,19-Dec-24
محمود حمدي شوقي عبدالرازق,4390793719,P-121,DGP-B01-P-121,4111000,0.2131,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 822,200.00","تم السداد 616,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1438850,البنك الأهلي المصري,22/01/2025,0.2131,DGP0021,13-Aug-25
علي رجب عبدالله محمود,4277820489,P-122,DGP-B01-P-122,4273000,0.2194,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 854,600.00","تم السداد 640,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1495550,البنك الأهلي المصري,10/01/2025,0.2194,DGP0022,28-Dec-24
محمود سليمان فتحي السوهاجي,4625777678,P-123,DGP-B01-P-123,3983000,0.1589,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 796,600.00","تم السداد 597,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1394050,البنك الأهلي المصري,27/12/2024,0.1589,DGP0023,12-Jan-25
ماجد فتحي عبدالله الشافعي,7342615068,P-124,DGP-B01-P-124,4453000,0.1895,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 890,600.00","تم السداد 667,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1558550,البنك الأهلي المصري,07/01/2025,0.1895,DGP0024,30-Jan-25
باسم إسماعيل كمال الدمرداش,8252878501,P-125,DGP-B02-P-125,3959000,0.2447,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 791,800.00","تم السداد 593,850.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1385650,بنك مصر,09/12/2024,0.2447,DGP0025,4-Dec-24
عمرو صلاح جمال شاكر,8198036143,P-126,DGP-B02-P-126,3994000,0.228,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 798,800.00","تم السداد 599,100.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1397900,البنك الأهلي المصري,27/12/2024,0.228,DGP0026,10-Apr-25
رنا لطفي نبيل محمود,7335766414,P-127,DGP-B02-P-127,4073000,0.2503,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 814,600.00","تم السداد 610,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1425550,كاش,31/01/2025,0.2503,DGP0027,29-Dec-24
نهال صبحي سمير سليمان,8629717423,P-128,DGP-B02-P-128,3924000,0.359,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 784,800.00","تم السداد 588,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1373400,بنك مصر,31/01/2025,0.359,DGP0028,26-Dec-24
محمد جابر فؤاد أمين,1766577920,P-129,DGP-B02-P-129,3926000,0.24,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 785,200.00","تم السداد 588,900.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1374100,البنك الأهلي المصري,09/02/2025,0.24,DGP0029,11-Jan-25
رامي سليمان فؤاد الطنطاوي,4095157059,P-130,DGP-B02-P-130,6513000,0.2488,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,302,600.00","تم السداد 976,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2279550,كاش,21/12/2024,0.2488,DGP0030,22-Jan-25
رضوى سعيد إسماعيل سالم,9245207776,P-131,DGP-B02-P-131,5570000,0.3339,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,114,000.00","تم السداد 835,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1949500,كاش,04/02/2025,0.3339,DGP0031,21-Jan-25
عبدالله شوقي حمدي صبري,7198740324,P-132,DGP-B02-P-132,4166000,0.225,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 833,200.00","تم السداد 624,900.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1458100,البنك الأهلي المصري,02/02/2025,0.225,DGP0032,23-Dec-24
حسن عادل مختار صبري,8755617330,P-133,DGP-B02-P-133,3777000,0.3223,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 755,400.00","تم السداد 566,550.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1321950,البنك الأهلي المصري,18/12/2024,0.3223,DGP0033,13-Jan-25
حسين مجدي حمدي بدوي,3062861599,P-134,DGP-B02-P-134,4371000,0.2092,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 874,200.00","تم السداد 655,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1529850,البنك الأهلي المصري,30/12/2024,0.2092,DGP0034,26-Jan-25
عبدالرحمن فؤاد جابر سليمان,2258746991,P-135,DGP-B02-P-135,3965000,0.2356,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 793,000.00","تم السداد 594,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1387750,البنك الأهلي المصري,05/01/2025,0.2356,DGP0035,6-Jan-25
عمرو إسماعيل نبيل حسين,2122614892,P-136,DGP-B02-P-136,6199000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,239,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1239800,البنك العربي الأفريقي الدولي,07/01/2025,0,DGP0036,19-Jan-25
رامي نبيل محمد الشافعي,7010525077,P-137,DGP-B02-P-137,6124000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,224,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1224800,كاش,30/12/2024,0,DGP0037,1-Jan-25
كريم مختار حمدي عبدالفتاح,5050450949,P-138,DGP-B02-P-138,4467000,0.1902,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 893,400.00","تم السداد 670,050.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1563450,البنك التجاري الدولي CIB,10/12/2024,0.1902,DGP0038,19-Dec-24
تامر جابر عصام حجازي,7731051308,P-139,DGP-B02-P-139,3905000,0.1889,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 781,000.00","تم السداد 585,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1366750,البنك الأهلي المصري,14/02/2025,0.1889,DGP0039,28-Jan-25
ياسين رشاد صبري الطنطاوي,5497360473,P-140,DGP-B02-P-140,6657000,0.3352,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,331,400.00","تم السداد 998,550.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2329950,البنك الأهلي المصري,20/01/2025,0.3352,DGP0040,7-Jan-25
طارق أحمد عاطف الجندي,4782493047,P-141,DGP-B02-P-141,4034000,0.1885,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 806,800.00","تم السداد 605,100.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1411900,البنك الأهلي المصري,14/01/2025,0.1885,DGP0041,7-Jan-25
علي رشاد صبري خليل,8945602740,P-142,DGP-B02-P-142,4098000,0.2549,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 819,600.00","تم السداد 614,700.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1434300,كاش,07/02/2025,0.2549,DGP0042,24-Jan-25
نورا يوسف مختار حسين,9777541728,P-143,DGP-B02-P-143,3645000,0.2312,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 729,000.00","تم السداد 546,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1275750,البنك الأهلي المصري,11/02/2025,0.2312,DGP0043,9-Feb-25
يوسف صبري أحمد عبدالحليم,6682214863,P-144,DGP-B02-P-144,4063000,0.239,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 812,600.00","تم السداد 609,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1422050,البنك الأهلي المصري,24/01/2025,0.239,DGP0044,2-Feb-25
محمد سعيد خالد صبري,2445372473,P-145,DGP-B02-P-145,4790000,0.334,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 958,000.00","تم السداد 718,500.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1676500,البنك التجاري الدولي CIB,04/02/2025,0.334,DGP0045,8-Feb-25
تامر حمدي سليمان الجمل,9513614322,P-146,DGP-B02-P-146,4901000,0.3497,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 980,200.00","تم السداد 735,150.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1715350,البنك الأهلي المصري,28/01/2025,0.3497,DGP0046,7-Feb-25
يوسف مصطفى رشاد جابر,1046772886,P-147,DGP-B02-P-147,3739000,0.2263,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 747,800.00","تم السداد 560,850.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1308650,البنك الأهلي المصري,14/02/2025,0.2263,DGP0047,13-Jan-25
أيمن محمود كمال المرسي,5188757096,P-148,DGP-B02-P-148,5612000,0.31,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,122,400.00","تم السداد 841,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1964200,كاش,04/02/2025,0.31,DGP0048,28-Jan-25
إبراهيم علي لطفي المنياوي,6786232824,P-149,DGP-B02-P-149,4415000,0.265,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 883,000.00","تم السداد 662,250.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1545250,كاش,15/02/2025,0.265,DGP0049,26-Jan-25
عبدالله خالد نبيل السمان,8365230942,P-150,DGP-B03-P-150,5741000,0.2425,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,148,200.00","تم السداد 861,150.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2009350,البنك التجاري الدولي CIB,10/01/2025,0.2425,DGP0050,11-Jan-25
مجدي علي أحمد داود,3549749120,P-151,DGP-B03-P-151,7193000,0.2131,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,438,600.00","تم السداد 1,078,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2517550,كاش,07/02/2025,0.2131,DGP0051,29-Jan-25
أدهم شوقي إبراهيم علي,5601830424,P-152,DGP-B03-P-152,3583000,0.2138,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 716,600.00","تم السداد 537,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1254050,البنك الأهلي المصري,26/02/2025,0.2138,DGP0052,10-Jan-25
نادر سيد علي سالم,5292536031,P-153,DGP-B03-P-153,3987000,0.2317,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 797,400.00","تم السداد 598,050.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1395450,البنك الأهلي المصري,23/01/2025,0.2317,DGP0053,12-Feb-25
زياد أحمد إبراهيم السيد,8215648288,P-154,DGP-B03-P-154,3945000,0.2022,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 789,000.00","تم السداد 591,750.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1380750,كاش,21/01/2025,0.2022,DGP0054,8-Jan-25
عمر محمود سمير عبدالفتاح,6083960705,P-155,DGP-B03-P-155,4716000,0.2986,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 943,200.00","تم السداد 707,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1650600,كاش,24/01/2025,0.2986,DGP0055,1-Feb-25
إسلام صبري حسين منصور,9137382223,P-156,DGP-B03-P-156,3784000,0.2315,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 756,800.00","تم السداد 567,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1324400,البنك الأهلي المصري,18/02/2025,0.2315,DGP0056,5-Feb-25
كريم صلاح خالد القاضي,9204275825,P-157,DGP-B03-P-157,5491000,0.3474,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,098,200.00","تم السداد 823,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1921850,البنك التجاري الدولي CIB,07/02/2025,0.3474,DGP0057,31-Jan-25
طارق لطفي صبحي حسين,7367186113,P-158,DGP-B03-P-158,3563000,0.2285,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 712,600.00","تم السداد 534,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1247050,البنك الأهلي المصري,11/02/2025,0.2285,DGP0058,12-Feb-25
أدهم شوقي محمد عبدالحليم,2451076129,P-159,DGP-B03-P-159,4017000,0.2912,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 803,400.00","تم السداد 602,550.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1405950,البنك الأهلي المصري,04/02/2025,0.2912,DGP0059,23-Jan-25
سامي فتحي عبدالله الجندي,8864832860,P-160,DGP-B03-P-160,4956000,0.2106,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 991,200.00","تم السداد 743,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1734600,كاش,22/01/2025,0.2106,DGP0060,9-Feb-25
حازم كمال سمير العطار,2599924783,P-161,DGP-B03-P-161,4561000,0.2267,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 912,200.00","تم السداد 684,150.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1596350,كاش,21/02/2025,0.2267,DGP0061,23-Jan-25
طارق رجب علي الدسوقي,1794826109,P-162,DGP-B03-P-162,4603000,0.2168,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 920,600.00","تم السداد 690,450.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1611050,كاش,28/01/2025,0.2168,DGP0062,31-Jan-25
نادر مصطفى فتحي مراد,9103237556,P-163,DGP-B03-P-163,4011000,0.2438,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 802,200.00","تم السداد 601,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1403850,البنك الأهلي المصري,25/02/2025,0.2438,DGP0063,24-Feb-25
عمر رجب حسن الشرقاوي,3606551191,P-164,DGP-B03-P-164,4914000,0.2147,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 982,800.00","تم السداد 737,100.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1719900,البنك الأهلي المصري,16/01/2025,0.2147,DGP0064,18-Feb-25
مجدي نبيل فاروق حجازي,2344453492,P-165,DGP-B03-P-165,5371000,0.2572,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,074,200.00","تم السداد 805,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1879850,كاش,24/01/2025,0.2572,DGP0065,18-Jan-25
إبراهيم رجب إبراهيم حسين,1181948100,P-166,DGP-B03-P-166,4402000,0.3282,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 880,400.00","تم السداد 660,300.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1540700,البنك الأهلي المصري,01/03/2025,0.3282,DGP0066,7-Feb-25
رامز جمال عصام الشربيني,3649759900,P-167,DGP-B03-P-167,5500000,0.3071,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,100,000.00","تم السداد 825,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1925000,البنك التجاري الدولي CIB,01/02/2025,0.3071,DGP0067,3-Mar-25
حازم خالد سليمان الدسوقي,4093014394,P-168,DGP-B03-P-168,4811000,0.2429,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 962,200.00","تم السداد 721,650.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1683850,EGBANK - البنك المصري الخليجي,19/02/2025,0.2429,DGP0068,19-Feb-25
علاء يوسف حسين المنياوي,1401032188,P-169,DGP-B03-P-169,3914000,0.2192,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 782,800.00","تم السداد 587,100.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1369900,البنك الأهلي المصري,13/02/2025,0.2192,DGP0069,17-Feb-25
نادر كمال حمدي رزق,7217881607,P-170,DGP-B03-P-170,5980000,0.2288,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,196,000.00","تم السداد 897,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2093000,كاش,21/02/2025,0.2288,DGP0070,2-Mar-25
حسين طارق سيد رمضان,4932820527,P-171,DGP-B03-P-171,5824000,0.2527,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,164,800.00","تم السداد 873,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2038400,البنك الأهلي المصري,14/03/2025,0.2527,DGP0071,19-Feb-25
أيمن طارق رمضان خليل,1337102512,P-172,DGP-B03-P-172,4548000,0.3575,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 909,600.00","تم السداد 682,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1591800,البنك التجاري الدولي CIB,24/02/2025,0.3575,DGP0072,4-Feb-25
عبدالله رشاد إسماعيل خليل,1270715057,P-173,DGP-B03-P-173,5481000,0,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,096,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1096200,بنك مصر,11/02/2025,0,DGP0073,27-Feb-25
ماهر محمد لطفي الشافعي,5377823929,P-174,DGP-B03-P-174,5656000,0.2124,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,131,200.00","تم السداد 848,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1979600,البنك التجاري الدولي CIB,20/02/2025,0.2124,DGP0074,5-Mar-25
هبة جمال عبدالرحمن البنا,1394898863,P-175,DGP-B04-P-175,3316000,0.1831,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 663,200.00","تم السداد 497,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1160600,بنك مصر,23/03/2025,0.1831,DGP0075,22-Mar-25
أشرف صبري مختار فوزي,6258895272,P-176,DGP-B04-P-176,5333000,0.2332,"20%, 15%, 15%, 20%, 15%, 10%, 5%","تم السداد 1,066,600.00","تم السداد 799,950.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1866550,كاش,11/03/2025,0.2332,DGP0076,27-Feb-25
