اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
ماجد سعيد صبحي العطار,5450796498,126,OKC-000026,4376000,0.5304,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 875,200.00","تم السداد 875,200.00","تم السداد 875,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2625600,البنك الأهلي المصري,08/01/2025,0.5304,OKC0026,1-Jan-25
أشرف فاروق سمير الرفاعي,7308778663,127,OKC-000027,5381000,0.6139,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,076,200.00","تم السداد 1,076,200.00","تم السداد 1,076,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3228600,البنك الأهلي المصري,05/01/2025,0.6139,OKC0027,2-Jan-25
إبراهيم لطفي خالد الجمل,8629926085,128,OKC-000028,4002000,0.5946,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 800,400.00","تم السداد 800,400.00","تم السداد 800,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2401200,البنك الأهلي المصري,25/11/2024,0.5946,OKC0028,17-Dec-24
وائل رجب أحمد مبارك,4078295067,129,OKC-000029,6914000,0.6045,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,382,800.00","تم السداد 1,382,800.00","تم السداد 1,382,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,4148400,البنك الأهلي المصري,24/11/2024,0.6045,OKC0029,25-Dec-24
شيماء لطفي سليمان شاكر,7563202006,130,OKC-000030,4276000,0.5779,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 855,200.00","تم السداد 855,200.00","تم السداد 855,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2565600,البنك الأهلي المصري,03/12/2024,0.5779,OKC0030,2-Jan-25
شريف جمال كمال الوكيل,5303621028,131,OKC-000031,4397000,0.5647,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 879,400.00","تم السداد 879,400.00","تم السداد 879,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2638200,البنك الأهلي المصري,16/12/2024,0.5647,OKC0031,6-Dec-24
نادر عاطف نبيل الدسوقي,1336112252,132,OKC-000032,4484000,0.5823,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 896,800.00","تم السداد 896,800.00","تم السداد 896,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2690400,البنك الأهلي المصري,06/01/2025,0.5823,OKC0032,20-Dec-24
حسام عصام فتحي القاضي,2110967084,133,OKC-000033,3891000,0.5477,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 778,200.00","تم السداد 778,200.00","تم السداد 778,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2334600,البنك الأهلي المصري,28/12/2024,0.5477,OKC0033,10-Dec-24
كريم صلاح جمال مراد,4212352497,134,OKC-000034,4290000,0.589,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 858,000.00","تم السداد 858,000.00","تم السداد 858,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2574000,البنك الأهلي المصري,22/01/2025,0.589,OKC0034,5-Jan-25
خالد صبحي علي عبدالمقصود,3099000097,135,OKC-000035,4419000,0.5873,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 883,800.00","تم السداد 883,800.00","تم السداد 883,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2651400,البنك الأهلي المصري,18/12/2024,0.5873,OKC0035,21-Dec-24
وائل أحمد عبدالله شحاتة,9315595267,136,OKC-000036,4623000,0.5365,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 924,600.00","تم السداد 924,600.00","تم السداد 924,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2773800,البنك الأهلي المصري,18/12/2024,0.5365,OKC0036,12-Dec-24
عمرو رشاد صبري الجمل,9782942989,137,OKC-000037,4444000,0.5728,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 888,800.00","تم السداد 888,800.00","تم السداد 888,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2666400,البنك الأهلي المصري,28/12/2024,0.5728,OKC0037,10-Dec-24
حسن عادل كمال عبدالحليم,6208379074,138,OKC-000038,4655000,0.5567,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 931,000.00","تم السداد 931,000.00","تم السداد 931,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2793000,البنك الأهلي المصري,05/12/2024,0.5567,OKC0038,15-Dec-24
حسام رشاد رجب سليمان,3988805648,139,OKC-000039,4511000,0.5617,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 902,200.00","تم السداد 902,200.00","تم السداد 902,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2706600,البنك الأهلي المصري,10/01/2025,0.5617,OKC0039,6-Jan-25
مينا حسين كمال البدري,4737499035,140,OKC-000040,4420000,0.55,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 884,000.00","تم السداد 884,000.00","تم السداد 884,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2652000,البنك الأهلي المصري,29/01/2025,0.55,OKC0040,23-Dec-24
رؤوف سيد حمدي القاضي,6702377631,141,OKC-000041,4722000,0.5747,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 944,400.00","تم السداد 944,400.00","تم السداد 944,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2833200,البنك الأهلي المصري,01/01/2025,0.5747,OKC0041,20-Dec-24
شريف سليمان إبراهيم أمين,2627053904,142,OKC-000042,4666000,0.6105,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 933,200.00","تم السداد 933,200.00","تم السداد 933,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2799600,البنك الأهلي المصري,29/01/2025,0.6105,OKC0042,24-Dec-24
علي سعيد مجدي الدمرداش,9440969596,143,OKC-000043,4654000,0.5804,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 930,800.00","تم السداد 930,800.00","تم السداد 930,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2792400,البنك الأهلي المصري,29/12/2024,0.5804,OKC0043,26-Dec-24
مجدي إبراهيم إسماعيل الإسكندراني,9098983317,144,OKC-000044,4460000,0.5914,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 892,000.00","تم السداد 892,000.00","تم السداد 892,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2676000,البنك الأهلي المصري,26/01/2025,0.5914,OKC0044,10-Jan-25
رؤوف سيد رمضان عبدالمقصود,8357270101,145,OKC-000045,4502000,0.5933,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 900,400.00","تم السداد 900,400.00","تم السداد 900,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2701200,البنك الأهلي المصري,29/01/2025,0.5933,OKC0045,19-Jan-25
أيمن عادل كمال العشري,7684373148,146,OKC-000046,4395000,0.5805,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 879,000.00","تم السداد 879,000.00","تم السداد 879,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2637000,البنك الأهلي المصري,20/01/2025,0.5805,OKC0046,7-Jan-25
إبراهيم مجدي نبيل حسين,4727358807,147,OKC-000047,5584000,0.5458,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,116,800.00","تم السداد 1,116,800.00","تم السداد 1,116,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3350400,البنك الأهلي المصري,27/01/2025,0.5458,OKC0047,21-Dec-24
أشرف نبيل فؤاد عوض,5808491251,148,OKC-000048,6114000,0.5896,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,222,800.00","تم السداد 1,222,800.00","تم السداد 1,222,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3668400,البنك الأهلي المصري,24/12/2024,0.5896,OKC0048,18-Jan-25
ماهر مختار أحمد الشربيني,3967081523,149,OKC-000049,4612000,0.608,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 922,400.00","تم السداد 922,400.00","تم السداد 922,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2767200,البنك الأهلي المصري,31/12/2024,0.608,OKC0049,18-Jan-25
حسن إسماعيل فتحي شاكر,4017444525,150,OKC-000050,4329000,0.5871,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 865,800.00","تم السداد 865,800.00","تم السداد 865,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2597400,البنك الأهلي المصري,17/12/2024,0.5871,OKC0050,22-Dec-24
هشام رشاد يوسف المنشاوي,2879784073,151,OKC-000051,4271000,0.5741,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 854,200.00","تم السداد 854,200.00","تم السداد 854,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2562600,البنك الأهلي المصري,03/01/2025,0.5741,OKC0051,17-Jan-25
خالد رشاد أحمد جابر,6799948801,152,OKC-000052,6064000,0.6132,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,212,800.00","تم السداد 1,212,800.00","تم السداد 1,212,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3638400,البنك الأهلي المصري,02/02/2025,0.6132,OKC0052,14-Jan-25
مينا صلاح عبدالرحمن السيد,3625930880,153,OKC-000053,4571000,0.5675,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 914,200.00","تم السداد 914,200.00","تم السداد 914,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2742600,البنك الأهلي المصري,05/02/2025,0.5675,OKC0053,30-Dec-24
عمرو نبيل سعيد مبارك,2439090712,154,OKC-000054,5743000,0.6114,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,148,600.00","تم السداد 1,148,600.00","تم السداد 1,148,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3445800,البنك الأهلي المصري,08/01/2025,0.6114,OKC0054,17-Jan-25
ريم عبدالله أحمد الشافعي,2222190859,155,OKC-000055,4426000,0.5803,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 885,200.00","تم السداد 885,200.00","تم السداد 885,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2655600,البنك الأهلي المصري,25/12/2024,0.5803,OKC0055,9-Jan-25
باسم فاروق عصام الدمرداش,1170143651,156,OKC-000056,4700000,0.5758,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 940,000.00","تم السداد 940,000.00","تم السداد 940,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2820000,البنك الأهلي المصري,09/01/2025,0.5758,OKC0056,18-Jan-25
أشرف رشاد خالد خليل,2110244101,157,OKC-000057,4742000,0.5917,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 948,400.00","تم السداد 948,400.00","تم السداد 948,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2845200,البنك الأهلي المصري,10/01/2025,0.5917,OKC0057,23-Jan-25
وليد عصام صبحي الشرقاوي,8377766950,158,OKC-000058,6053000,0.5512,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,210,600.00","تم السداد 1,210,600.00","تم السداد 1,210,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3631800,البنك الأهلي المصري,09/01/2025,0.5512,OKC0058,1-Feb-25
رؤوف فؤاد سليمان الشافعي,5009098728,159,OKC-000059,6385000,0.6155,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,277,000.00","تم السداد 1,277,000.00","تم السداد 1,277,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3831000,البنك الأهلي المصري,16/02/2025,0.6155,OKC0059,21-Jan-25
مجدي عبدالرحمن إسماعيل عبدالحليم,6489253620,160,OKC-000060,4675000,0.5638,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 935,000.00","تم السداد 935,000.00","تم السداد 935,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2805000,البنك الأهلي المصري,22/01/2025,0.5638,OKC0060,9-Feb-25
سامح فاروق جابر الشربيني,1931853749,161,OKC-000061,4434000,0.5916,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 886,800.00","تم السداد 886,800.00","تم السداد 886,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2660400,البنك الأهلي المصري,16/02/2025,0.5916,OKC0061,31-Jan-25
حازم إسماعيل عبدالله علي,1016926156,162,OKC-000062,4238000,0.5727,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 847,600.00","تم السداد 847,600.00","تم السداد 847,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2542800,البنك الأهلي المصري,07/02/2025,0.5727,OKC0062,25-Jan-25
عبدالله إبراهيم أحمد حسين,6910323406,163,OKC-000063,4563000,0.6074,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 912,600.00","تم السداد 912,600.00","تم السداد 912,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2737800,البنك الأهلي المصري,09/02/2025,0.6074,OKC0063,2-Feb-25
هاني كمال عصام المصري,2310465998,164,OKC-000064,4620000,0.6105,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 924,000.00","تم السداد 924,000.00","تم السداد 924,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2772000,البنك الأهلي المصري,18/01/2025,0.6105,OKC0064,18-Jan-25
أحمد محمود أحمد العشري,1035581917,165,OKC-000065,4425000,0.6101,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 885,000.00","تم السداد 885,000.00","تم السداد 885,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2655000,البنك الأهلي المصري,06/02/2025,0.6101,OKC0065,1-Feb-25
هشام إبراهيم عاطف النجار,9305706703,166,OKC-000066,6036000,0.5806,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,207,200.00","تم السداد 1,207,200.00","تم السداد 1,207,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3621600,البنك الأهلي المصري,27/01/2025,0.5806,OKC0066,11-Feb-25
ياسين نبيل رشاد المنشاوي,4988519580,167,OKC-000067,4194000,0.5454,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 838,800.00","تم السداد 838,800.00","تم السداد 838,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2516400,البنك الأهلي المصري,12/02/2025,0.5454,OKC0067,11-Jan-25
حسن يوسف عبدالله عبدالمجيد,5953592589,168,OKC-000068,4561000,0.5868,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 912,200.00","تم السداد 912,200.00","تم السداد 912,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2736600,البنك الأهلي المصري,21/01/2025,0.5868,OKC0068,12-Jan-25
رامي صلاح شوقي السمان,3694210029,169,OKC-000069,4613000,0.5798,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 922,600.00","تم السداد 922,600.00","تم السداد 922,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2767800,البنك الأهلي المصري,04/02/2025,0.5798,OKC0069,12-Feb-25
تامر مجدي حسن فوزي,8280754958,170,OKC-000070,4566000,0.5386,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 913,200.00","تم السداد 913,200.00","تم السداد 913,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2739600,البنك الأهلي المصري,22/01/2025,0.5386,OKC0070,17-Feb-25
هاني جابر طارق شاكر,1652733293,171,OKC-000071,4526000,0.3051,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 905,200.00","تم السداد 905,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,1810400,البنك الأهلي المصري,18/02/2025,0.3051,OKC0071,3-Feb-25
أيمن فتحي عادل منصور,9658981694,172,OKC-000072,4905000,0.5794,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 981,000.00","تم السداد 981,000.00","تم السداد 981,000.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2943000,البنك الأهلي المصري,14/02/2025,0.5794,OKC0072,7-Feb-25
جورج صبري خالد السوهاجي,7290494719,173,OKC-000073,5628000,0.5443,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,125,600.00","تم السداد 1,125,600.00","تم السداد 1,125,600.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,3376800,البنك الأهلي المصري,26/01/2025,0.5443,OKC0073,8-Feb-25
بيشوي فتحي عاطف لطفي,1484948653,174,OKC-000074,4326000,0.5537,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 865,200.00","تم السداد 865,200.00","تم السداد 865,200.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2595600,البنك الأهلي المصري,06/03/2025,0.5537,OKC0074,16-Feb-25
تامر أحمد عاطف المصري,3800529371,175,OKC-000075,4282000,0.6151,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 856,400.00","تم السداد 856,400.00","تم السداد 856,400.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2569200,البنك الأهلي المصري,13/02/2025,0.6151,OKC0075,21-Jan-25
ريم جمال محمود المصري,6582493138,176,OKC-000076,4214000,0.5867,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 842,800.00","تم السداد 842,800.00","تم السداد 842,800.00",غير مستحقة,غير مستحقة,غير مستحقة,غير مستحقة,0,2528400,البنك الأهلي المصري,17/01/2025,0.5867,OKC0076,5-Feb-25
