اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
بيشوي إسماعيل رشاد صادق,9740034174,112,112-villa,5357000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,071,400.00","تم السداد 1,071,400.00","تم السداد 1,071,400.00","تم السداد 803,550.00","تم السداد 803,550.00","تم السداد 267,850.00","267,850.00",267850,5089150,البنك الأهلي المصري,8-Aug-21,1,DLM0012,10-Sep-21
كريم طارق نبيل الحداد,6022841190,113,113-villa,3678000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 735,600.00","تم السداد 735,600.00","تم السداد 735,600.00","تم السداد 551,700.00","تم السداد 551,700.00","تم السداد 183,900.00","183,900.00",183900,3494100,البنك الأهلي المصري,4-Aug-21,1,DLM0013,14-Aug-21
شادي سيد رجب عبدالحليم,1807820044,114,114-villa,4525000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 905,000.00","تم السداد 905,000.00","تم السداد 905,000.00","تم السداد 678,750.00","تم السداد 678,750.00","تم السداد 226,250.00","تم السداد 226,250.00",0,4525000,البنك الأهلي المصري,4-Aug-21,1,DLM0014,14-Sep-21
أشرف محمد صبحي الزيات,1602684259,115,115-villa,4973000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 994,600.00","تم السداد 994,600.00","تم السداد 994,600.00","تم السداد 745,950.00","تم السداد 745,950.00","تم السداد 248,650.00","248,650.00",248650,4724350,البنك الأهلي المصري,19-Aug-21,1,DLM0015,14-Sep-21
عمر سيد صبري خليل,9378341133,116,116-villa,4789000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 957,800.00","تم السداد 957,800.00","تم السداد 957,800.00","تم السداد 718,350.00","تم السداد 718,350.00","تم السداد 239,450.00","239,450.00",239450,4549550,البنك الأهلي المصري,16-Sep-21,1,DLM0016,6-Sep-21
يوسف حسن شوقي فهمي,1361014433,117,117-villa,6219000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,243,800.00","تم السداد 1,243,800.00","تم السداد 1,243,800.00","تم السداد 932,850.00","تم السداد 932,850.00","تم السداد 310,950.00","310,950.00",310950,5908050,البنك الأهلي المصري,20-Aug-21,1,DLM0017,8-Aug-21
مصطفى رمضان سليمان السوهاجي,7361291311,118,118-villa,4471000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 894,200.00","تم السداد 894,200.00","تم السداد 894,200.00","تم السداد 670,650.00","تم السداد 670,650.00","تم السداد 223,550.00","223,550.00",223550,4247450,البنك الأهلي المصري,25-Aug-21,1,DLM0018,23-Aug-21
أدهم فتحي جمال المرسي,1001198758,119,119-villa,4608000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 921,600.00","تم السداد 921,600.00","تم السداد 921,600.00","تم السداد 691,200.00","تم السداد 691,200.00","تم السداد 230,400.00","230,400.00",230400,4377600,البنك الأهلي المصري,18-Sep-21,1,DLM0019,10-Aug-21
رشا شوقي سمير محمود,2979899100,120,120-villa,4892000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 978,400.00","تم السداد 978,400.00","تم السداد 978,400.00","تم السداد 733,800.00","تم السداد 733,800.00","تم السداد 244,600.00","244,600.00",244600,4647400,البنك الأهلي المصري,14-Sep-21,1,DLM0020,6-Sep-21
فادي إبراهيم حمدي الطنطاوي,5782904163,121,121-villa,4848000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 969,600.00","تم السداد 969,600.00","تم السداد 969,600.00","تم السداد 727,200.00","تم السداد 727,200.00","تم السداد 242,400.00","242,400.00",242400,4605600,البنك الأهلي المصري,23-Aug-21,1,DLM0021,31-Aug-21
وليد سيد سعيد الدسوقي,5526069606,122,122-villa,6089000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,217,800.00","تم السداد 1,217,800.00","تم السداد 1,217,800.00","تم السداد 913,350.00","تم السداد 913,350.00","تم السداد 304,450.00","304,450.00",304450,5784550,البنك الأهلي المصري,1-Aug-21,1,DLM0022,16-Sep-21
أدهم عصام عبدالله شحاتة,7013974959,123,123-villa,5195000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,039,000.00","تم السداد 1,039,000.00","تم السداد 1,039,000.00","تم السداد 779,250.00","تم السداد 779,250.00","تم السداد 259,750.00","259,750.00",259750,4935250,البنك الأهلي المصري,1-Sep-21,1,DLM0023,11-Aug-21
علي صلاح محمود منصور,2074685060,124,124-villa,4654000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 930,800.00","تم السداد 930,800.00","تم السداد 930,800.00","تم السداد 698,100.00","تم السداد 698,100.00","تم السداد 232,700.00","232,700.00",232700,4421300,بنك مصر,11-Aug-21,1,DLM0024,26-Aug-21
هشام رمضان جابر الشرقاوي,6134802393,125,125-villa,6087000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,217,400.00","تم السداد 1,217,400.00","تم السداد 1,217,400.00","تم السداد 913,050.00","تم السداد 913,050.00","تم السداد 304,350.00","304,350.00",304350,5782650,البنك الأهلي المصري,5-Aug-21,1,DLM0025,6-Aug-21
مجدي لطفي أحمد حسين,7018007607,126,126-villa,4784000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 956,800.00","تم السداد 956,800.00","تم السداد 956,800.00","تم السداد 717,600.00","تم السداد 717,600.00","تم السداد 239,200.00","239,200.00",239200,4544800,البنك الأهلي المصري,6-Sep-21,1,DLM0026,3-Sep-21
إبراهيم رمضان شوقي عبدالحليم,9859214833,127,127-villa,6143000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,228,600.00","تم السداد 1,228,600.00","تم السداد 1,228,600.00","تم السداد 921,450.00","تم السداد 921,450.00","تم السداد 307,150.00","307,150.00",307150,5835850,البنك الأهلي المصري,14-Aug-21,1,DLM0027,14-Aug-21
سامح فتحي حسن فوزي,3885605375,128,128-villa,4720000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 944,000.00","تم السداد 944,000.00","تم السداد 944,000.00","تم السداد 708,000.00","تم السداد 708,000.00","تم السداد 236,000.00","236,000.00",236000,4484000,بنك مصر,31-Aug-21,1,DLM0028,18-Sep-21
جورج حسين جمال السوهاجي,8118368932,129,129-villa,4981000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 996,200.00","تم السداد 996,200.00","تم السداد 996,200.00","تم السداد 747,150.00","تم السداد 747,150.00","تم السداد 249,050.00","249,050.00",249050,4731950,بنك مصر,8-Aug-21,1,DLM0029,13-Sep-21
حسن عبدالرحمن مصطفى عبدالعال,6202937237,130,130-villa,4443000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 888,600.00","تم السداد 888,600.00","تم السداد 888,600.00","تم السداد 666,450.00","تم السداد 666,450.00","222,150.00","222,150.00",444300,3998700,بنك مصر,17-Sep-21,1,DLM0030,16-Aug-21
عادل عبدالله محمد عبداللطيف,8079355626,131,131-villa,5330000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,066,000.00","تم السداد 1,066,000.00","تم السداد 1,066,000.00","تم السداد 799,500.00","تم السداد 799,500.00","تم السداد 266,500.00","266,500.00",266500,5063500,بنك مصر,18-Aug-21,1,DLM0031,10-Aug-21
ياسين سليمان محمد عبدالمقصود,2927973026,132,132-villa,5940000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,188,000.00","تم السداد 1,188,000.00","تم السداد 1,188,000.00","تم السداد 891,000.00","891,000.00","297,000.00","297,000.00",1485000,4455000,البنك التجاري الدولي CIB,27-Aug-21,1,DLM0032,21-Aug-21
مجدي عادل جمال عبداللطيف,3993884849,133,133-villa,4850000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 970,000.00","تم السداد 970,000.00","تم السداد 970,000.00","تم السداد 727,500.00","تم السداد 727,500.00","تم السداد 242,500.00","242,500.00",242500,4607500,بنك مصر,13-Sep-21,1,DLM0033,15-Sep-21
معتز شوقي محمد مراد,8599469618,134,134-villa,4703000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 940,600.00","تم السداد 940,600.00","تم السداد 940,600.00","تم السداد 705,450.00","تم السداد 705,450.00","تم السداد 235,150.00","235,150.00",235150,4467850,بنك مصر,5-Aug-21,1,DLM0034,7-Aug-21
أحمد رجب جمال العشري,7338201231,135,135-villa,4813000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 962,600.00","تم السداد 962,600.00","تم السداد 962,600.00","تم السداد 721,950.00","تم السداد 721,950.00","تم السداد 240,650.00","240,650.00",240650,4572350,EGBANK - البنك المصري الخليجي,26-Aug-21,1,DLM0035,10-Aug-21
يوسف محمود فتحي البدري,1281440533,136,136-villa,4584000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 916,800.00","تم السداد 916,800.00","تم السداد 916,800.00","تم السداد 687,600.00","تم السداد 687,600.00","تم السداد 229,200.00","229,200.00",229200,4354800,بنك مصر,20-Sep-21,1,DLM0036,8-Sep-21
عبدالرحمن سعيد جمال النحاس,5084889324,137,137-villa,4859000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 971,800.00","تم السداد 971,800.00","تم السداد 971,800.00","تم السداد 728,850.00","تم السداد 728,850.00","تم السداد 242,950.00","242,950.00",242950,4616050,بنك القاهرة,5-Sep-21,1,DLM0037,21-Aug-21
مصطفى سمير فؤاد عبدالحليم,2670450003,138,138-villa,4595000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 919,000.00","تم السداد 919,000.00","تم السداد 919,000.00","تم السداد 689,250.00","تم السداد 689,250.00","تم السداد 229,750.00","229,750.00",229750,4365250,بنك القاهرة,11-Sep-21,1,DLM0038,4-Aug-21
إبراهيم صبري لطفي الدسوقي,9703936872,139,139-villa,4887000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 977,400.00","تم السداد 977,400.00","تم السداد 977,400.00","تم السداد 733,050.00","تم السداد 733,050.00","تم السداد 244,350.00","244,350.00",244350,4642650,البنك الأهلي المصري,18-Aug-21,1,DLM0039,22-Aug-21
علي إسماعيل جمال السوهاجي,1862544904,140,140-villa,4398000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 879,600.00","تم السداد 879,600.00","تم السداد 879,600.00","تم السداد 659,700.00","تم السداد 659,700.00","تم السداد 219,900.00","219,900.00",219900,4178100,البنك الأهلي المصري,19-Aug-21,1,DLM0040,13-Aug-21
مروان إسماعيل عاطف رزق,6382029862,141,141-villa,4874000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 974,800.00","تم السداد 974,800.00","تم السداد 974,800.00","تم السداد 731,100.00","تم السداد 731,100.00","تم السداد 243,700.00","243,700.00",243700,4630300,بنك القاهرة,7-Aug-21,1,DLM0041,6-Sep-21
عمر حمدي إسماعيل إبراهيم,8962369380,142,142-villa,6159000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,231,800.00","تم السداد 1,231,800.00","تم السداد 1,231,800.00","تم السداد 923,850.00","تم السداد 923,850.00","تم السداد 307,950.00","307,950.00",307950,5851050,البنك الأهلي المصري,22-Aug-21,1,DLM0042,9-Sep-21
وليد جمال علي حسن,7608641267,143,143-villa,4563000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 912,600.00","تم السداد 912,600.00","تم السداد 912,600.00","تم السداد 684,450.00","تم السداد 684,450.00","تم السداد 228,150.00","228,150.00",228150,4334850,البنك التجاري الدولي CIB,13-Aug-21,1,DLM0043,31-Aug-21
ياسين سليمان عاطف عوض,2684836076,144,144-villa,3619000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 723,800.00","تم السداد 723,800.00","تم السداد 723,800.00","تم السداد 542,850.00","تم السداد 542,850.00","تم السداد 180,950.00","180,950.00",180950,3438050,البنك التجاري الدولي CIB,15-Aug-21,1,DLM0044,18-Aug-21
مصطفى عبدالله رمضان حسين,6285752607,145,145-villa,5253000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,050,600.00","تم السداد 1,050,600.00","تم السداد 1,050,600.00","تم السداد 787,950.00","تم السداد 787,950.00","تم السداد 262,650.00","262,650.00",262650,4990350,البنك التجاري الدولي CIB,13-Aug-21,1,DLM0045,10-Sep-21
إسلام جمال مصطفى السيد,6771886916,146,146-villa,4990000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 998,000.00","تم السداد 998,000.00","تم السداد 998,000.00","تم السداد 748,500.00","تم السداد 748,500.00","تم السداد 249,500.00","249,500.00",249500,4740500,بنك القاهرة,2-Aug-21,1,DLM0046,19-Aug-21
شادي محمد عبدالله شحاتة,9531829197,147,147-villa,5112000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,022,400.00","تم السداد 1,022,400.00","تم السداد 1,022,400.00","تم السداد 766,800.00","تم السداد 766,800.00","تم السداد 255,600.00","تم السداد 255,600.00",0,5112000,البنك العربي الأفريقي الدولي,28-Jul-21,1,DLM0047,16-Aug-21
نادر جابر فاروق الزيات,3307593685,148,148-villa,5711000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,142,200.00","تم السداد 1,142,200.00","تم السداد 1,142,200.00","تم السداد 856,650.00","تم السداد 856,650.00","تم السداد 285,550.00","285,550.00",285550,5425450,البنك الأهلي المصري,23-Sep-21,1,DLM0048,6-Aug-21
محمد أحمد فاروق شاكر,4593218270,149,149-villa,4397000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 879,400.00","تم السداد 879,400.00","تم السداد 879,400.00","تم السداد 659,550.00","تم السداد 659,550.00","تم السداد 219,850.00","219,850.00",219850,4177150,البنك الأهلي المصري,6-Aug-21,1,DLM0049,15-Sep-21
مصطفى طارق سليمان الطنطاوي,9866835399,150,150-villa,4866000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 973,200.00","تم السداد 729,900.00","تم السداد 729,900.00","تم السداد 243,300.00","243,300.00",243300,4622700,البنك الأهلي المصري,6-Sep-21,1,DLM0050,10-Sep-21
عادل صبحي رمضان الزيات,1577802358,151,151-villa,5716000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,143,200.00","تم السداد 1,143,200.00","تم السداد 1,143,200.00","تم السداد 857,400.00","تم السداد 857,400.00","تم السداد 285,800.00","285,800.00",285800,5430200,البنك الأهلي المصري,2-Aug-21,1,DLM0051,5-Aug-21
أيمن رشاد علي الطنطاوي,2230916662,152,152-villa,4659000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 931,800.00","تم السداد 931,800.00","تم السداد 931,800.00","تم السداد 698,850.00","تم السداد 698,850.00","تم السداد 232,950.00","232,950.00",232950,4426050,بنك مصر,21-Aug-21,1,DLM0052,6-Sep-21
جورج صبحي أحمد النحاس,9105757193,153,153-villa,4733000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 946,600.00","تم السداد 946,600.00","تم السداد 946,600.00","تم السداد 709,950.00","تم السداد 709,950.00","تم السداد 236,650.00","236,650.00",236650,4496350,البنك الأهلي المصري,13-Aug-21,1,DLM0053,5-Sep-21
مصطفى عادل فتحي سليمان,5052199171,154,154-villa,4865000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 973,000.00","تم السداد 973,000.00","تم السداد 973,000.00","تم السداد 729,750.00","تم السداد 729,750.00","تم السداد 243,250.00","243,250.00",243250,4621750,بنك القاهرة,31-Jul-21,1,DLM0054,29-Jul-21
عبدالرحمن جابر علي الحداد,6461082157,155,155-villa,4711000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 942,200.00","تم السداد 942,200.00","تم السداد 942,200.00","تم السداد 706,650.00","تم السداد 706,650.00","تم السداد 235,550.00","235,550.00",235550,4475450,البنك الأهلي المصري,29-Jul-21,1,DLM0055,8-Sep-21
عادل سليمان يوسف القاضي,3798285225,156,156-villa,4584000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 916,800.00","تم السداد 916,800.00","تم السداد 916,800.00","تم السداد 687,600.00","تم السداد 687,600.00","تم السداد 229,200.00","229,200.00",229200,4354800,البنك الأهلي المصري,21-Aug-21,1,DLM0056,12-Aug-21
شريف مصطفى خالد لطفي,3761196288,157,157-villa,6296000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,259,200.00","تم السداد 1,259,200.00","تم السداد 1,259,200.00","تم السداد 944,400.00","تم السداد 944,400.00","تم السداد 314,800.00","314,800.00",314800,5981200,البنك الأهلي المصري,9-Aug-21,1,DLM0057,8-Sep-21
نادر فاروق مجدي العطار,6128920015,158,158-villa,5845000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,169,000.00","تم السداد 1,169,000.00","تم السداد 1,169,000.00","تم السداد 876,750.00","تم السداد 876,750.00","تم السداد 292,250.00","292,250.00",292250,5552750,البنك الأهلي المصري,5-Sep-21,1,DLM0058,10-Sep-21
طارق نبيل إسماعيل البحيري,3719099361,159,159-villa,5253000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,050,600.00","تم السداد 1,050,600.00","تم السداد 1,050,600.00","تم السداد 787,950.00","تم السداد 787,950.00","تم السداد 262,650.00","262,650.00",262650,4990350,بنك مصر,3-Sep-21,1,DLM0059,10-Aug-21
حازم رشاد سليمان الشربيني,2067235920,160,160-villa,4997000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 999,400.00","تم السداد 999,400.00","تم السداد 999,400.00","تم السداد 749,550.00","تم السداد 749,550.00","تم السداد 249,850.00","249,850.00",249850,4747150,البنك التجاري الدولي CIB,11-Sep-21,1,DLM0060,24-Aug-21
سامح أحمد مجدي النحاس,5086565605,161,161-villa,4910000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 982,000.00","تم السداد 982,000.00","تم السداد 982,000.00","تم السداد 736,500.00","تم السداد 736,500.00","تم السداد 245,500.00","245,500.00",245500,4664500,البنك التجاري الدولي CIB,7-Sep-21,1,DLM0061,14-Sep-21
تامر طارق رشاد البحيري,5611089684,162,162-villa,5249000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,049,800.00","تم السداد 1,049,800.00","تم السداد 1,049,800.00","تم السداد 787,350.00","تم السداد 787,350.00","تم السداد 262,450.00","262,450.00",262450,4986550,البنك التجاري الدولي CIB,25-Aug-21,1,DLM0062,9-Aug-21
شادي علي مجدي محمود,7559129406,163,163-villa,5251000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,050,200.00","تم السداد 1,050,200.00","تم السداد 1,050,200.00","تم السداد 787,650.00","تم السداد 787,650.00","تم السداد 262,550.00","تم السداد 262,550.00",0,5251000,البنك العربي الأفريقي الدولي,20-Aug-21,1,DLM0063,17-Sep-21
بيشوي جمال عادل يونس,9952697501,164,164-villa,5900000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,180,000.00","تم السداد 1,180,000.00","تم السداد 1,180,000.00","تم السداد 885,000.00","تم السداد 885,000.00","تم السداد 295,000.00","295,000.00",295000,5605000,البنك التجاري الدولي CIB,20-Sep-21,1,DLM0064,1-Sep-21
حسام إبراهيم أحمد بدوي,5769153343,165,165-villa,5399000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,079,800.00","تم السداد 1,079,800.00","تم السداد 1,079,800.00","تم السداد 809,850.00","تم السداد 809,850.00","تم السداد 269,950.00","269,950.00",269950,5129050,البنك الأهلي المصري,26-Sep-21,1,DLM0065,4-Sep-21
محمد حسن خالد الدسوقي,7652010412,166,166-villa,5441000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,088,200.00","تم السداد 1,088,200.00","تم السداد 1,088,200.00","تم السداد 816,150.00","تم السداد 816,150.00","تم السداد 272,050.00","272,050.00",272050,5168950,بنك مصر,6-Sep-21,1,DLM0066,23-Aug-21
مروان فؤاد كمال عبدالمقصود,3225103029,167,167-villa,5152000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,030,400.00","تم السداد 1,030,400.00","تم السداد 1,030,400.00","تم السداد 772,800.00","تم السداد 772,800.00","تم السداد 257,600.00","257,600.00",257600,4894400,بنك مصر,12-Aug-21,1,DLM0067,8-Sep-21
عبدالله صبحي سيد شحاتة,9038511982,168,168-villa,3624000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 724,800.00","تم السداد 724,800.00","تم السداد 724,800.00","تم السداد 543,600.00","تم السداد 543,600.00","تم السداد 181,200.00","181,200.00",181200,3442800,البنك الأهلي المصري,11-Aug-21,1,DLM0068,24-Aug-21
نور صلاح مصطفى جابر,9492860679,169,169-villa,4729000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 945,800.00","تم السداد 945,800.00","تم السداد 945,800.00","تم السداد 709,350.00","تم السداد 709,350.00","تم السداد 236,450.00","236,450.00",236450,4492550,البنك التجاري الدولي CIB,21-Aug-21,1,DLM0069,16-Sep-21
حسين فاروق أحمد البدري,3438674551,170,170-villa,5953000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,190,600.00","تم السداد 1,190,600.00","تم السداد 1,190,600.00","تم السداد 892,950.00","تم السداد 892,950.00","تم السداد 297,650.00","297,650.00",297650,5655350,البنك الأهلي المصري,3-Aug-21,1,DLM0070,13-Sep-21
رامز يوسف محمد خليل,4324662017,171,171-villa,4702000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 940,400.00","تم السداد 940,400.00","تم السداد 940,400.00","تم السداد 705,300.00","تم السداد 705,300.00","تم السداد 235,100.00","235,100.00",235100,4466900,البنك الأهلي المصري,8-Aug-21,1,DLM0071,8-Sep-21
مصطفى سيد صبري المرسي,1051838038,172,172-villa,4947000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 989,400.00","تم السداد 989,400.00","تم السداد 989,400.00","تم السداد 742,050.00","تم السداد 742,050.00","تم السداد 247,350.00","247,350.00",247350,4699650,البنك الأهلي المصري,10-Aug-21,1,DLM0072,11-Sep-21
حسن عبدالرحمن طارق علي,5286861847,173,173-villa,5972000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,194,400.00","تم السداد 1,194,400.00","تم السداد 1,194,400.00","تم السداد 895,800.00","تم السداد 895,800.00","تم السداد 298,600.00","298,600.00",298600,5673400,البنك الأهلي المصري,11-Aug-21,1,DLM0073,17-Aug-21
ياسين صبحي إسماعيل صلاح,2822952666,174,174-villa,5117000,1,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,023,400.00","تم السداد 1,023,400.00","تم السداد 1,023,400.00","تم السداد 767,550.00","تم السداد 767,550.00","تم السداد 255,850.00","255,850.00",255850,4861150,البنك الأهلي المصري,13-Sep-21,1,DLM0074,4-Sep-21
