اسم العميل,رقم الهوية,رقم الوحدة,كود الوحدة,سعر الوحدة,نسبة الانجاز من الاستشاري الهندسي,جدول الدفعات,الدفعة 1,الدفعة 2,الدفعة3,الدفعة 4,الدفعة 5,الدفعة 6,الدفعة 7,مجموع الدفعات المستحقة,مجموع الدفعات المدفوعة,البنك,تاريخ عقد البيع,POC,رقم عقد البيع,Date
إسلام رشاد مجدي الدمرداش,9811054273,B1 - B011,Skyline - B1 - B011,6734000,0.9346,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,346,800.00","تم السداد 1,346,800.00","تم السداد 1,346,800.00","تم السداد 1,010,100.00","تم السداد 1,010,100.00","تم السداد 336,700.00",غير مستحقة,0,6397300,كاش,16-Nov-24,0.9346,SKC0011,19-Nov-24
ياسين محمود فاروق الشرقاوي,7850034714,B1 - C012,Skyline - B1 - C012,3665000,0.9499,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 733,000.00","تم السداد 733,000.00","تم السداد 733,000.00","تم السداد 549,750.00","تم السداد 549,750.00","تم السداد 183,250.00",غير مستحقة,0,3481750,كاش,25-Oct-24,0.9499,SKC0012,29-Oct-24
حسام عاطف إبراهيم النحاس,7760565014,B1 - A013,Skyline - B1 - A013,3276000,0.9325,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 655,200.00","تم السداد 655,200.00","تم السداد 655,200.00","تم السداد 491,400.00","تم السداد 491,400.00","تم السداد 163,800.00",غير مستحقة,0,3112200,كاش,21-Oct-24,0.9325,SKC0013,27-Oct-24
سامي كمال محمود عبدالرازق,1533820576,B1 - B014,Skyline - B1 - B014,3882000,0.9356,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 776,400.00","تم السداد 776,400.00","تم السداد 776,400.00","تم السداد 582,300.00","تم السداد 582,300.00","تم السداد 194,100.00",غير مستحقة,0,3687900,كاش,30-Nov-24,0.9356,SKC0014,2-Dec-24
ماجد يوسف سيد السعدني,8741405309,B1 - C015,Skyline - B1 - C015,3561000,0.9285,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 712,200.00","تم السداد 712,200.00","تم السداد 712,200.00","تم السداد 534,150.00","تم السداد 534,150.00","تم السداد 178,050.00",غير مستحقة,0,3382950,كاش,20-Nov-24,0.9285,SKC0015,22-Nov-24
هاني مختار إبراهيم عبدالحميد,8989189421,B1 - A016,Skyline - B1 - A016,5727000,0.9461,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,145,400.00","تم السداد 1,145,400.00","تم السداد 1,145,400.00","تم السداد 859,050.00","تم السداد 859,050.00","تم السداد 286,350.00",غير مستحقة,0,5440650,كاش,1-Nov-24,0.9461,SKC0016,2-Nov-24
زياد رمضان خالد المصري,5084900694,B1 - B017,Skyline - B1 - B017,4807000,0.9533,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 961,400.00","تم السداد 961,400.00","تم السداد 961,400.00","تم السداد 721,050.00","تم السداد 721,050.00","تم السداد 240,350.00",غير مستحقة,0,4566650,كاش,19-Nov-24,0.9533,SKC0017,22-Nov-24
رامز رجب فتحي صبري,7027502624,B1 - C018,Skyline - B1 - C018,5011000,0.9574,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,002,200.00","تم السداد 1,002,200.00","تم السداد 1,002,200.00","تم السداد 751,650.00","تم السداد 751,650.00","تم السداد 250,550.00",غير مستحقة,0,4760450,كاش,24-Nov-24,0.9574,SKC0018,24-Nov-24
فادي سليمان طارق الإسكندراني,7140540808,B1 - A019,Skyline - B1 - A019,4108000,0.9546,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 821,600.00","تم السداد 821,600.00","تم السداد 821,600.00","تم السداد 616,200.00","تم السداد 616,200.00","تم السداد 205,400.00",غير مستحقة,0,3902600,كاش,3-Dec-24,0.9546,SKC0019,3-Dec-24
حسين سمير حمدي جابر,5735472003,B1 - B020,Skyline - B1 - B020,3526000,0.9612,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 705,200.00","تم السداد 705,200.00","تم السداد 705,200.00","تم السداد 528,900.00","تم السداد 528,900.00","تم السداد 176,300.00",غير مستحقة,0,3349700,كاش,23-Oct-24,0.9612,SKC0020,26-Oct-24
ياسين مختار جمال المصري,4765351482,B1 - C021,Skyline - B1 - C021,5216000,0.9379,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,043,200.00","تم السداد 1,043,200.00","تم السداد 1,043,200.00","تم السداد 782,400.00","تم السداد 782,400.00","تم السداد 260,800.00",غير مستحقة,0,4955200,كاش,6-Nov-24,0.9379,SKC0021,12-Nov-24
هشام عصام أحمد النجار,4373317148,B1 - A022,Skyline - B1 - A022,4105000,0.9244,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 821,000.00","تم السداد 821,000.00","تم السداد 821,000.00","تم السداد 615,750.00","تم السداد 615,750.00","تم السداد 205,250.00",غير مستحقة,0,3899750,كاش,16-Nov-24,0.9244,SKC0022,18-Nov-24
أيمن شوقي مختار الرفاعي,6697558567,B1 - B023,Skyline - B1 - B023,6673000,0.9323,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,334,600.00","تم السداد 1,334,600.00","تم السداد 1,334,600.00","تم السداد 1,000,950.00","تم السداد 1,000,950.00","تم السداد 333,650.00",غير مستحقة,0,6339350,كاش,2-Dec-24,0.9323,SKC0023,7-Dec-24
خالد رجب فاروق عبدالحليم,2521252492,B1 - C024,Skyline - B1 - C024,4154000,0.9336,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 830,800.00","تم السداد 830,800.00","تم السداد 830,800.00","تم السداد 623,100.00","تم السداد 623,100.00","تم السداد 207,700.00",غير مستحقة,0,3946300,كاش,14-Nov-24,0.9336,SKC0024,18-Nov-24
مصطفى محمود حسن البحيري,9863036964,B1 - A025,Skyline - B1 - A025,5514000,0.9598,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,102,800.00","تم السداد 1,102,800.00","تم السداد 1,102,800.00","تم السداد 827,100.00","تم السداد 827,100.00","تم السداد 275,700.00",غير مستحقة,0,5238300,كاش,14-Nov-24,0.9598,SKC0025,14-Nov-24
ياسين فتحي عبدالله فهمي,4218326288,B1 - B026,Skyline - B1 - B026,5810000,0.9558,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,162,000.00","تم السداد 1,162,000.00","تم السداد 1,162,000.00","تم السداد 871,500.00","تم السداد 871,500.00","تم السداد 290,500.00",غير مستحقة,0,5519500,كاش,30-Nov-24,0.9558,SKC0026,4-Dec-24
عادل فاروق رمضان حسين,5914012491,B1 - C027,Skyline - B1 - C027,4326000,0.9688,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 865,200.00","تم السداد 865,200.00","تم السداد 865,200.00","تم السداد 648,900.00","تم السداد 648,900.00","تم السداد 216,300.00",غير مستحقة,0,4109700,كاش,21-Nov-24,0.9688,SKC0027,28-Nov-24
وائل صبري محمود عبدالمقصود,1702957216,B1 - A028,Skyline - B1 - A028,4672000,0.9521,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 934,400.00","تم السداد 934,400.00","تم السداد 934,400.00","تم السداد 700,800.00","تم السداد 700,800.00","تم السداد 233,600.00",غير مستحقة,0,4438400,كاش,25-Nov-24,0.9521,SKC0028,2-Dec-24
عادل نبيل فاروق عبدالرازق,6862032980,B1 - B029,Skyline - B1 - B029,4154000,0.9363,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 830,800.00","تم السداد 830,800.00","تم السداد 830,800.00","تم السداد 623,100.00","تم السداد 623,100.00","تم السداد 207,700.00",غير مستحقة,0,3946300,كاش,23-Oct-24,0.9363,SKC0029,30-Oct-24
طارق فؤاد فتحي رمضان,9638276082,B1 - C030,Skyline - B1 - C030,4348000,0.9716,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 869,600.00","تم السداد 869,600.00","تم السداد 869,600.00","تم السداد 652,200.00","تم السداد 652,200.00","تم السداد 217,400.00",غير مستحقة,0,4130600,كاش,12-Nov-24,0.9716,SKC0030,12-Nov-24
رامز محمد إبراهيم المرسي,6210266160,B1 - A031,Skyline - B1 - A031,3553000,0.9543,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 710,600.00","تم السداد 710,600.00","تم السداد 710,600.00","تم السداد 532,950.00","تم السداد 532,950.00","تم السداد 177,650.00",غير مستحقة,0,3375350,كاش,16-Nov-24,0.9543,SKC0031,23-Nov-24
معتز مجدي عاطف النحاس,3576184694,B1 - B032,Skyline - B1 - B032,4091000,0.9546,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 818,200.00","تم السداد 818,200.00","تم السداد 818,200.00","تم السداد 613,650.00","تم السداد 613,650.00","تم السداد 204,550.00",غير مستحقة,0,3886450,كاش,4-Dec-24,0.9546,SKC0032,6-Dec-24
ماهر أحمد عادل عبدالحليم,7000742814,B1 - C033,Skyline - B1 - C033,4243000,0.966,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 848,600.00","تم السداد 848,600.00","تم السداد 848,600.00","تم السداد 636,450.00","تم السداد 636,450.00","تم السداد 212,150.00",غير مستحقة,0,4030850,كاش,11-Dec-24,0.966,SKC0033,13-Dec-24
طارق عبدالله خالد عبدالرازق,7406690566,B1 - A034,Skyline - B1 - A034,4391000,0.9674,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 878,200.00","تم السداد 878,200.00","تم السداد 878,200.00","تم السداد 658,650.00","تم السداد 658,650.00","تم السداد 219,550.00",غير مستحقة,0,4171450,كاش,15-Nov-24,0.9674,SKC0034,15-Nov-24
رامي إسماعيل صلاح صادق,8729900889,B1 - B035,Skyline - B1 - B035,4429000,0.9525,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 885,800.00","تم السداد 885,800.00","تم السداد 885,800.00","تم السداد 664,350.00","تم السداد 664,350.00","تم السداد 221,450.00",غير مستحقة,0,4207550,كاش,13-Nov-24,0.9525,SKC0035,15-Nov-24
عمر عبدالرحمن حسين الحداد,1059456479,B1 - C036,Skyline - B1 - C036,4383000,0.9582,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 876,600.00","تم السداد 876,600.00","تم السداد 876,600.00","تم السداد 657,450.00","تم السداد 657,450.00","تم السداد 219,150.00",غير مستحقة,0,4163850,كاش,17-Nov-24,0.9582,SKC0036,18-Nov-24
حسن طارق فتحي عبدالعال,6591993329,B1 - A037,Skyline - B1 - A037,3466000,0.9573,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 693,200.00","تم السداد 693,200.00","تم السداد 693,200.00","تم السداد 519,900.00","تم السداد 519,900.00","تم السداد 173,300.00",غير مستحقة,0,3292700,كاش,18-Oct-24,0.9573,SKC0037,22-Oct-24
حسن سليمان إسماعيل البدري,7968798344,B1 - B038,Skyline - B1 - B038,6700000,0.9631,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,340,000.00","تم السداد 1,340,000.00","تم السداد 1,340,000.00","تم السداد 1,005,000.00","تم السداد 1,005,000.00","تم السداد 335,000.00",غير مستحقة,0,6365000,كاش,4-Nov-24,0.9631,SKC0038,9-Nov-24
رؤوف حمدي سيد السمان,4717907678,B1 - C039,Skyline - B1 - C039,4304000,0.9607,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 860,800.00","تم السداد 860,800.00","تم السداد 860,800.00","تم السداد 645,600.00","تم السداد 645,600.00","تم السداد 215,200.00",غير مستحقة,0,4088800,كاش,20-Oct-24,0.9607,SKC0039,27-Oct-24
كريم عبدالرحمن فاروق عبدالمجيد,1329553289,B1 - A040,Skyline - B1 - A040,4673000,0.9682,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 934,600.00","تم السداد 934,600.00","تم السداد 934,600.00","تم السداد 700,950.00","تم السداد 700,950.00","تم السداد 233,650.00",غير مستحقة,0,4439350,كاش,24-Nov-24,0.9682,SKC0040,1-Dec-24
حسن سيد لطفي منصور,7639524318,B1 - B041,Skyline - B1 - B041,5277000,0.958,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,055,400.00","تم السداد 1,055,400.00","تم السداد 1,055,400.00","تم السداد 791,550.00","تم السداد 791,550.00","تم السداد 263,850.00",غير مستحقة,0,5013150,كاش,7-Nov-24,0.958,SKC0041,8-Nov-24
ماهر نبيل عاطف حجازي,9144029651,B1 - C042,Skyline - B1 - C042,4992000,0.9705,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 998,400.00","تم السداد 998,400.00","تم السداد 998,400.00","تم السداد 748,800.00","تم السداد 748,800.00","تم السداد 249,600.00",غير مستحقة,0,4742400,كاش,18-Nov-24,0.9705,SKC0042,20-Nov-24
أشرف لطفي صبري حسين,4790050454,B1 - A043,Skyline - B1 - A043,3474000,0.9371,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 694,800.00","تم السداد 694,800.00","تم السداد 694,800.00","تم السداد 521,100.00","تم السداد 521,100.00","تم السداد 173,700.00",غير مستحقة,0,3300300,كاش,9-Dec-24,0.9371,SKC0043,15-Dec-24
عبدالله عاطف مجدي سالم,9134749532,B1 - B044,Skyline - B1 - B044,3424000,0.9645,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 684,800.00","تم السداد 684,800.00","تم السداد 684,800.00","تم السداد 513,600.00","تم السداد 513,600.00","تم السداد 171,200.00",غير مستحقة,0,3252800,كاش,8-Dec-24,0.9645,SKC0044,14-Dec-24
أشرف إسماعيل حسين يونس,5479237142,B1 - C045,Skyline - B1 - C045,3696000,0.9642,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 739,200.00","تم السداد 739,200.00","تم السداد 739,200.00","تم السداد 554,400.00","تم السداد 554,400.00","تم السداد 184,800.00",غير مستحقة,0,3511200,كاش,24-Oct-24,0.9642,SKC0045,26-Oct-24
محمد صلاح حسين يونس,8135440985,B1 - A046,Skyline - B1 - A046,4393000,0.9294,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 878,600.00","تم السداد 878,600.00","تم السداد 878,600.00","تم السداد 658,950.00","تم السداد 658,950.00","تم السداد 219,650.00",غير مستحقة,0,4173350,كاش,8-Dec-24,0.9294,SKC0046,10-Dec-24
بيشوي مجدي خالد حسن,2252693756,B1 - B047,Skyline - B1 - B047,3494000,0.9548,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 698,800.00","تم السداد 698,800.00","تم السداد 698,800.00","تم السداد 524,100.00","تم السداد 524,100.00","تم السداد 174,700.00",غير مستحقة,0,3319300,كاش,5-Nov-24,0.9548,SKC0047,8-Nov-24
عبدالرحمن شوقي لطفي عبدالمجيد,9521543769,B1 - C048,Skyline - B1 - C048,3881000,0.9489,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 776,200.00","تم السداد 776,200.00","تم السداد 776,200.00","تم السداد 582,150.00","تم السداد 582,150.00","تم السداد 194,050.00",غير مستحقة,0,3686950,كاش,31-Oct-24,0.9489,SKC0048,5-Nov-24
وائل مختار يوسف شحاتة,5610445483,B1 - A049,Skyline - B1 - A049,4245000,0.9516,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 849,000.00","تم السداد 849,000.00","تم السداد 849,000.00","تم السداد 636,750.00","تم السداد 636,750.00","تم السداد 212,250.00",غير مستحقة,0,4032750,كاش,29-Nov-24,0.9516,SKC0049,6-Dec-24
وائل جمال صلاح عبدالعال,8643535219,B1 - B050,Skyline - B1 - B050,4521000,0.9539,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 904,200.00","تم السداد 904,200.00","تم السداد 904,200.00","تم السداد 678,150.00","تم السداد 678,150.00","تم السداد 226,050.00",غير مستحقة,0,4294950,كاش,10-Nov-24,0.9539,SKC0050,17-Nov-24
عمرو حسن كمال مراد,7320047593,B1 - C051,Skyline - B1 - C051,7059000,0.9496,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,411,800.00","تم السداد 1,411,800.00","تم السداد 1,411,800.00","تم السداد 1,058,850.00","تم السداد 1,058,850.00","تم السداد 352,950.00",غير مستحقة,0,6706050,كاش,26-Oct-24,0.9496,SKC0051,1-Nov-24
جورج فتحي رجب فوزي,5743727600,B1 - A052,Skyline - B1 - A052,4828000,0.9591,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 965,600.00","تم السداد 965,600.00","تم السداد 965,600.00","تم السداد 724,200.00","تم السداد 724,200.00","تم السداد 241,400.00",غير مستحقة,0,4586600,كاش,21-Oct-24,0.9591,SKC0052,27-Oct-24
نادر رشاد عبدالرحمن حسن,8409098760,B1 - B053,Skyline - B1 - B053,4191000,0.9443,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 838,200.00","تم السداد 838,200.00","تم السداد 838,200.00","تم السداد 628,650.00","تم السداد 628,650.00","تم السداد 209,550.00",غير مستحقة,0,3981450,كاش,29-Nov-24,0.9443,SKC0053,4-Dec-24
فادي نبيل فتحي الدسوقي,4218100643,B1 - C054,Skyline - B1 - C054,4934000,0.9555,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 986,800.00","تم السداد 986,800.00","تم السداد 986,800.00","تم السداد 740,100.00","تم السداد 740,100.00","تم السداد 246,700.00",غير مستحقة,0,4687300,كاش,8-Nov-24,0.9555,SKC0054,15-Nov-24
رامي علي يوسف المرسي,1405805803,B1 - A055,Skyline - B1 - A055,3699000,0.9564,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 739,800.00","تم السداد 739,800.00","تم السداد 739,800.00","تم السداد 554,850.00","تم السداد 554,850.00","تم السداد 184,950.00",غير مستحقة,0,3514050,كاش,24-Nov-24,0.9564,SKC0055,29-Nov-24
رامي خالد مختار عبدالفتاح,5308635791,B1 - B056,Skyline - B1 - B056,3545000,0.9349,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 709,000.00","تم السداد 709,000.00","تم السداد 709,000.00","تم السداد 531,750.00","تم السداد 531,750.00","تم السداد 177,250.00",غير مستحقة,0,3367750,كاش,14-Nov-24,0.9349,SKC0056,18-Nov-24
عمر حسن سيد المصري,7288512398,B1 - C057,Skyline - B1 - C057,3528000,0.9703,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 705,600.00","تم السداد 705,600.00","تم السداد 705,600.00","تم السداد 529,200.00","تم السداد 529,200.00","تم السداد 176,400.00",غير مستحقة,0,3351600,كاش,23-Nov-24,0.9703,SKC0057,24-Nov-24
أدهم حسن صلاح المنشاوي,3394665470,B1 - A058,Skyline - B1 - A058,3918000,0.9537,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 783,600.00","تم السداد 783,600.00","تم السداد 783,600.00","تم السداد 587,700.00","تم السداد 587,700.00","تم السداد 195,900.00",غير مستحقة,0,3722100,كاش,26-Oct-24,0.9537,SKC0058,26-Oct-24
رامز أحمد فؤاد عبدالسلام,4859979040,B1 - B059,Skyline - B1 - B059,4262000,0.9519,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 852,400.00","تم السداد 852,400.00","تم السداد 852,400.00","تم السداد 639,300.00","تم السداد 639,300.00","تم السداد 213,100.00",غير مستحقة,0,4048900,كاش,1-Dec-24,0.9519,SKC0059,7-Dec-24
شادي محمود علي فهمي,5332911894,B1 - C060,Skyline - B1 - C060,6193000,0.9646,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,238,600.00","تم السداد 1,238,600.00","تم السداد 1,238,600.00","تم السداد 928,950.00","تم السداد 928,950.00","تم السداد 309,650.00",غير مستحقة,0,5883350,كاش,3-Nov-24,0.9646,SKC0060,6-Nov-24
مصطفى حسين فاروق الشربيني,3948817217,B1 - A061,Skyline - B1 - A061,5144000,0.9597,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,028,800.00","تم السداد 1,028,800.00","تم السداد 1,028,800.00","تم السداد 771,600.00","تم السداد 771,600.00","تم السداد 257,200.00",غير مستحقة,0,4886800,كاش,19-Nov-24,0.9597,SKC0061,25-Nov-24
شادي صبري رمضان خليل,6814885028,B1 - B062,Skyline - B1 - B062,4517000,0.9672,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 903,400.00","تم السداد 903,400.00","تم السداد 903,400.00","تم السداد 677,550.00","تم السداد 677,550.00","تم السداد 225,850.00",غير مستحقة,0,4291150,كاش,8-Dec-24,0.9672,SKC0062,13-Dec-24
عادل مجدي إبراهيم الطنطاوي,8770567025,B1 - C063,Skyline - B1 - C063,3896000,0.9542,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 779,200.00","تم السداد 779,200.00","تم السداد 779,200.00","تم السداد 584,400.00","تم السداد 584,400.00","تم السداد 194,800.00",غير مستحقة,0,3701200,كاش,10-Nov-24,0.9542,SKC0063,14-Nov-24
نادر طارق إسماعيل حسين,5129041082,B1 - A064,Skyline - B1 - A064,3369000,0.954,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 673,800.00","تم السداد 673,800.00","تم السداد 673,800.00","تم السداد 505,350.00","تم السداد 505,350.00","تم السداد 168,450.00",غير مستحقة,0,3200550,كاش,4-Dec-24,0.954,SKC0064,10-Dec-24
سامي نبيل عبدالله عبداللطيف,2976135949,B1 - B065,Skyline - B1 - B065,3637000,0.9519,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 727,400.00","تم السداد 727,400.00","تم السداد 727,400.00","تم السداد 545,550.00","تم السداد 545,550.00","تم السداد 181,850.00",غير مستحقة,0,3455150,كاش,28-Oct-24,0.9519,SKC0065,30-Oct-24
طارق صلاح صبحي العشري,4166373722,B1 - C066,Skyline - B1 - C066,4413000,0.9474,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 882,600.00","تم السداد 882,600.00","تم السداد 882,600.00","تم السداد 661,950.00","تم السداد 661,950.00","تم السداد 220,650.00",غير مستحقة,0,4192350,كاش,6-Nov-24,0.9474,SKC0066,7-Nov-24
إبراهيم حمدي عادل المنياوي,1148300403,B1 - A067,Skyline - B1 - A067,7223000,0.9458,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,444,600.00","تم السداد 1,444,600.00","تم السداد 1,444,600.00","تم السداد 1,083,450.00","تم السداد 1,083,450.00","تم السداد 361,150.00",غير مستحقة,0,6861850,كاش,10-Dec-24,0.9458,SKC0067,10-Dec-24
مجدي حسين إسماعيل عبدالمقصود,6123293092,B1 - B068,Skyline - B1 - B068,6836000,0.9476,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,367,200.00","تم السداد 1,367,200.00","تم السداد 1,367,200.00","تم السداد 1,025,400.00","تم السداد 1,025,400.00","تم السداد 341,800.00",غير مستحقة,0,6494200,كاش,2-Nov-24,0.9476,SKC0068,2-Nov-24
جورج حسن مجدي سليمان,3658312108,B1 - C069,Skyline - B1 - C069,7234000,0.9686,"20%, 20%,20%, 15%,15%, 5%, 5%","تم السداد 1,446,800.00","تم السداد 1,446,800.00","تم السداد 1,446,800.00","تم السداد 1,085,100.00","تم السداد 1,085,100.00","تم السداد 361,700.00",غير مستحقة,0,6872300,كاش,3-Dec-24,0.9686,SKC0069,9-Dec-24
